week_end,entry,struct,implied,med52,p75,short_k,wing_k,credit,pnl
2012-06-08,2012-06-04,t10,0.11000000000000006,,,705.0,690.0,0.44999999999999996,42.35999999999999
2012-06-22,2012-06-18,t10,0.11999999999999997,,,740.0,715.0,1.5,147.36
2012-06-22,2012-06-18,t1236,0.11999999999999997,,,730.0,710.0,0.65,62.36
2012-06-29,2012-06-25,t10,0.15499999999999997,,,740.0,720.0,1.35,132.36
2012-06-29,2012-06-25,t1236,0.15499999999999997,,,735.0,720.0,0.45000000000000007,42.36000000000001
2012-07-13,2012-07-09,t10,0.06000000000000001,,,775.0,755.0,0.45000000000000007,42.36000000000001
2012-07-27,2012-07-23,t10,0.18499999999999997,,,760.0,740.0,2.0999999999999996,207.35999999999999
2012-07-27,2012-07-23,t1236,0.18499999999999997,,,750.0,730.0,1.0999999999999999,107.35999999999999
2012-08-03,2012-07-30,t10,0.04500000000000002,,,765.0,745.0,0.45,42.36
2012-08-03,2012-07-30,t1236,0.04500000000000002,,,755.0,740.0,0.15000000000000002,12.360000000000001
2012-08-24,2012-08-20,t10,0.039999999999999994,,,790.0,770.0,0.35,32.36
2012-08-31,2012-08-27,t10,0.030000000000000006,,,780.0,760.0,0.09999999999999998,7.359999999999998
2012-09-07,2012-09-04,t10,0.039999999999999994,,,785.0,765.0,0.10000000000000003,7.360000000000003
2012-09-14,2012-09-10,t10,0.045,,,815.0,795.0,0.30000000000000004,27.360000000000003
2012-09-14,2012-09-10,t1236,0.045,,,805.0,790.0,0.04999999999999999,2.359999999999999
2012-09-28,2012-09-24,t10,0.02999999999999998,,,825.0,810.0,0.25,22.36
2012-09-28,2012-09-24,t1236,0.02999999999999998,,,820.0,805.0,0.04999999999999993,2.3599999999999928
2012-10-12,2012-10-08,t10,0.05,,,815.0,800.0,0.25,22.36
2012-10-12,2012-10-08,t1236,0.05,,,810.0,795.0,0.10000000000000003,7.360000000000003
2012-10-26,2012-10-22,t10,0.07500000000000004,,,795.0,780.0,0.6000000000000001,57.36000000000001
2012-10-26,2012-10-22,t1236,0.07500000000000004,,,790.0,770.0,0.44999999999999996,42.35999999999999
2012-11-09,2012-11-05,t10,0.195,,,790.0,775.0,0.19999999999999996,17.359999999999996
2012-11-30,2012-11-26,t10,0.05,,,780.0,765.0,0.35000000000000003,32.36
2012-11-30,2012-11-26,t1236,0.05,,,775.0,760.0,0.25000000000000006,22.360000000000007
2012-12-07,2012-12-03,t10,0.01499999999999999,,,795.0,780.0,0.09999999999999998,7.359999999999998
2012-12-14,2012-12-10,t10,0.03499999999999999,,,795.0,780.0,0.19999999999999996,17.359999999999996
2012-12-14,2012-12-10,t1236,0.03499999999999999,,,790.0,780.0,0.04999999999999999,2.359999999999999
2012-12-28,2012-12-24,t10,0.075,,,820.0,810.0,0.45000000000000007,42.36000000000001
2012-12-28,2012-12-24,t1236,0.075,,,815.0,800.0,0.44999999999999996,42.35999999999999
2013-01-04,2012-12-31,t10,0.13500000000000006,,,805.0,790.0,1.05,102.36
2013-01-04,2012-12-31,t1236,0.13500000000000006,,,800.0,790.0,0.55,52.36000000000001
2013-01-11,2013-01-07,t10,0.020000000000000007,,,850.0,835.0,0.04999999999999999,2.359999999999999
2013-01-25,2013-01-22,t10,0.024999999999999988,,,870.0,850.0,0.04999999999999999,2.359999999999999
2013-02-01,2013-01-28,t10,0.06500000000000002,0.04500000000000001,0.10125000000000005,880.0,865.0,0.10000000000000003,7.360000000000003
2013-02-08,2013-02-04,t10,0.05,0.04500000000000002,0.09250000000000005,885.0,870.0,0.35000000000000003,32.36
2013-02-08,2013-02-04,t1236,0.05,0.04500000000000002,0.09250000000000005,880.0,870.0,0.10000000000000003,7.360000000000003
2013-03-01,2013-02-25,t10,0.08500000000000005,0.04500000000000002,0.07500000000000004,895.0,880.0,0.7500000000000001,72.36000000000001
2013-03-01,2013-02-25,t1236,0.08500000000000005,0.04500000000000002,0.07500000000000004,885.0,870.0,0.25,22.36
2013-03-08,2013-03-04,t10,0.057499999999999975,0.047500000000000014,0.08250000000000005,890.0,880.0,0.3999999999999999,37.35999999999999
