date,adj
2013-03-04,121.44072723388672
2013-03-05,122.52867889404297
2013-03-06,122.69551086425781
2013-03-07,122.9178237915039
2013-03-08,123.44202423095703
2013-03-11,123.91047668457031
2013-03-12,123.6325454711914
2013-03-13,123.80726623535156
2013-03-14,124.4664535522461
2013-03-15,124.3021011352539
2013-03-18,123.61609649658203
2013-03-19,123.32891845703125
2013-03-20,124.19042205810547
2013-03-21,123.12954711914062
2013-03-22,124.11859893798828
2013-03-25,123.60015106201172
2013-03-26,124.5892562866211
2013-03-27,124.5892562866211
2013-03-28,124.97215270996094
2013-04-01,124.47761535644531
2013-04-02,125.09181213378906
2013-04-03,123.82351684570312
2013-04-04,124.3260269165039
2013-04-05,123.76766204833984
2013-04-08,124.6052017211914
2013-04-09,125.03594207763672
2013-04-10,126.56747436523438
2013-04-11,126.98230743408203
2013-04-12,126.67124938964844
2013-04-15,123.7357406616211
2013-04-16,125.56244659423828
2013-04-17,123.72779846191406
2013-04-18,122.9540023803711
2013-04-19,124.02293395996094
2013-04-22,124.5732650756836
2013-04-23,125.8575668334961
2013-04-24,125.93732452392578
2013-04-25,126.44786071777344
2013-04-26,126.22449493408203
2013-04-29,127.07007598876953
2013-04-30,127.3731918334961
2013-05-01,126.25639343261719
2013-05-02,127.42899322509766
2013-05-03,128.7212371826172
2013-05-06,129.0482177734375
2013-05-07,129.70236206054688
2013-05-08,130.29263305664062
2013-05-09,129.92576599121094
2013-05-10,130.34848022460938
2013-05-13,130.45223999023438
2013-05-14,131.80029296875
2013-05-15,132.51019287109375
2013-05-16,131.88807678222656
2013-05-17,133.164306640625
2013-05-20,133.15628051757812
2013-05-21,133.3477325439453
2013-05-22,132.35861206054688
2013-05-23,131.97576904296875
2013-05-24,131.86407470703125
2013-05-28,132.6537628173828
2013-05-29,131.7923126220703
2013-05-30,132.2788543701172
2013-05-31,130.38040161132812
2013-06-03,131.09832763671875
2013-06-04,130.46815490722656
2013-06-05,128.64141845703125
2013-06-06,129.80606079101562
2013-06-07,131.457275390625
2013-06-10,131.457275390625
2013-06-11,130.10122680664062
2013-06-12,129.0243682861328
2013-06-13,130.98667907714844
2013-06-14,130.1650390625
2013-06-17,131.17010498046875
2013-06-18,132.20706176757812
2013-06-19,130.38040161132812
2013-06-20,127.1498031616211
2013-06-21,127.5580062866211
2013-06-24,125.9461898803711
2013-06-25,127.15702056884766
2013-06-26,128.41595458984375
2013-06-27,129.16978454589844
2013-06-28,128.6405487060547
2013-07-01,129.39434814453125
2013-07-02,129.27406311035156
2013-07-03,129.33016967773438
2013-07-05,130.72544860839844
2013-07-08,131.47125244140625
2013-07-09,132.41744995117188
2013-07-10,132.46566772460938
2013-07-11,134.26988220214844
2013-07-12,134.32595825195312
2013-07-15,134.83924865722656
2013-07-16,134.33404541015625
2013-07-17,134.67881774902344
2013-07-18,135.4165496826172
2013-07-19,135.6571502685547
2013-07-22,135.9217987060547
2013-07-23,135.63311767578125
2013-07-24,135.13592529296875
2013-07-25,135.4647216796875
2013-07-26,135.60897827148438
2013-07-29,135.19203186035156
2013-07-30,135.19203186035156
2013-07-31,135.2882843017578
2013-08-01,136.8519744873047
2013-08-02,137.08453369140625
2013-08-05,136.884033203125
2013-08-06,136.10623168945312
2013-08-07,135.6652069091797
2013-08-08,136.162353515625
2013-08-09,135.7694091796875
2013-08-12,135.60897827148438
2013-08-13,136.00994873046875
2013-08-14,135.3123779296875
2013-08-15,133.4198760986328
2013-08-16,132.97879028320312
2013-08-19,132.12876892089844
2013-08-20,132.77833557128906
2013-08-21,131.9603729248047
2013-08-22,133.1632080078125
2013-08-23,133.61228942871094
2013-08-26,133.11512756347656
2013-08-27,130.97406005859375
2013-08-28,131.4391632080078
2013-08-29,131.64767456054688
2013-08-30,131.23069763183594
2013-09-03,131.8240966796875
2013-09-04,132.91470336914062
2013-09-05,133.0831298828125
2013-09-06,133.14720153808594
2013-09-09,134.4221954345703
2013-09-10,135.4165496826172
2013-09-11,135.84161376953125
2013-09-12,135.480712890625
2013-09-13,135.78546142578125
2013-09-16,136.5712890625
2013-09-17,137.18077087402344
2013-09-18,138.76852416992188
2013-09-19,138.5359649658203
2013-09-20,137.56741333007812
2013-09-23,136.93081665039062
2013-09-24,136.60848999023438
2013-09-25,136.213623046875
2013-09-26,136.73741149902344
2013-09-27,136.1089324951172
2013-09-30,135.3837127685547
2013-10-01,136.4553985595703
2013-10-02,136.32647705078125
2013-10-03,135.06939697265625
2013-10-04,136.09275817871094
2013-10-07,134.91624450683594
2013-10-08,133.34494018554688
2013-10-09,133.44166564941406
2013-10-10,136.31842041015625
2013-10-11,137.1967315673828
2013-10-14,137.74465942382812
2013-10-15,136.74546813964844
2013-10-16,138.6551971435547
2013-10-17,139.58187866210938
2013-10-18,140.5247039794922
2013-10-21,140.53274536132812
2013-10-22,141.3466339111328
2013-10-23,140.6697540283203
2013-10-24,141.1371307373047
2013-10-25,141.78179931640625
2013-10-28,142.00741577148438
2013-10-29,142.76483154296875
2013-10-30,142.05572509765625
2013-10-31,141.65281677246094
2013-11-01,141.9912567138672
2013-11-04,142.49085998535156
2013-11-05,142.03970336914062
2013-11-06,142.76483154296875
2013-11-07,140.95986938476562
2013-11-08,142.86148071289062
2013-11-11,142.8856964111328
2013-11-12,142.59564208984375
2013-11-13,143.73985290527344
2013-11-14,144.45704650878906
2013-11-15,145.0856170654297
2013-11-18,144.57791137695312
2013-11-19,144.2636260986328
2013-11-20,143.81239318847656
2013-11-21,144.97280883789062
2013-11-22,145.69802856445312
2013-11-25,145.5529022216797
2013-11-26,145.5932159423828
2013-11-27,145.94776916503906
2013-11-29,145.85105895996094
2013-12-02,145.47239685058594
2013-12-03,144.84378051757812
2013-12-04,144.8277587890625
2013-12-05,144.19113159179688
2013-12-06,145.802734375
2013-12-09,146.17340087890625
2013-12-10,145.64964294433594
2013-12-11,144.0138397216797
2013-12-12,143.53843688964844
2013-12-13,143.52232360839844
2013-12-16,144.41677856445312
2013-12-17,143.9574432373047
2013-12-18,146.41513061523438
2013-12-19,146.2459259033203
2013-12-20,147.09664916992188
2013-12-23,147.8825225830078
2013-12-24,148.20651245117188
2013-12-26,148.96005249023438
2013-12-27,148.9519500732422
2013-12-30,148.92764282226562
2013-12-31,149.6324920654297
2014-01-02,148.1984405517578
2014-01-03,148.17416381835938
2014-01-06,147.7447967529297
2014-01-07,148.6521759033203
2014-01-08,148.68463134765625
2014-01-09,148.7817840576172
2014-01-10,149.18692016601562
2014-01-13,147.20191955566406
2014-01-14,148.80613708496094
2014-01-15,149.60821533203125
2014-01-16,149.41378784179688
2014-01-17,148.7817840576172
2014-01-21,149.2193145751953
2014-01-22,149.3165283203125
2014-01-23,148.09310913085938
2014-01-24,144.93341064453125
2014-01-27,144.22047424316406
2014-01-28,145.07933044433594
2014-01-29,143.68576049804688
2014-01-30,145.20892333984375
2014-01-31,144.35824584960938
2014-02-03,141.1094512939453
2014-02-04,142.09779357910156
2014-02-05,141.9195098876953
2014-02-06,143.79104614257812
2014-02-07,145.57347106933594
2014-02-10,145.84088134765625
2014-02-11,147.4369354248047
2014-02-12,147.50979614257812
2014-02-13,148.2714080810547
2014-02-14,149.0896759033203
2014-02-18,149.2678985595703
2014-02-19,148.27951049804688
2014-02-20,149.15447998046875
2014-02-21,148.9843292236328
2014-02-24,149.81077575683594
2014-02-25,149.75404357910156
2014-02-26,149.7621612548828
2014-02-27,150.5479736328125
2014-02-28,150.9287567138672
2014-03-03,149.86744689941406
2014-03-04,151.9739227294922
2014-03-05,152.11163330078125
2014-03-06,152.46002197265625
2014-03-07,152.52479553222656
2014-03-10,152.44390869140625
2014-03-11,151.69036865234375
2014-03-12,151.73086547851562
2014-03-13,150.0294952392578
2014-03-14,149.60821533203125
2014-03-17,150.961181640625
2014-03-18,152.0387420654297
2014-03-19,151.22854614257812
2014-03-20,152.11163330078125
2014-03-21,151.52163696289062
2014-03-24,150.89511108398438
2014-03-25,151.6112060546875
2014-03-26,150.5207061767578
2014-03-27,150.20343017578125
2014-03-28,150.9438934326172
2014-03-31,152.18081665039062
2014-04-01,153.1898193359375
2014-04-02,153.70252990722656
2014-04-03,153.49913024902344
2014-04-04,151.6844024658203
2014-04-07,150.00807189941406
2014-04-08,150.6265411376953
2014-04-09,152.2459259033203
2014-04-10,149.04783630371094
2014-04-11,147.70516967773438
2014-04-14,148.8688201904297
2014-04-15,149.89413452148438
2014-04-16,151.46469116210938
2014-04-17,151.67628479003906
2014-04-21,152.20521545410156
2014-04-22,152.8969268798828
2014-04-23,152.5388641357422
2014-04-24,152.8480987548828
2014-04-25,151.59487915039062
2014-04-28,152.0750274658203
2014-04-29,152.78298950195312
2014-04-30,153.2387237548828
2014-05-01,153.25502014160156
2014-05-02,153.03524780273438
2014-05-05,153.32821655273438
2014-05-06,151.99365234375
2014-05-07,152.88877868652344
2014-05-08,152.72601318359375
2014-05-09,152.9539337158203
2014-05-12,154.44308471679688
2014-05-13,154.58140563964844
2014-05-14,153.84902954101562
2014-05-15,152.4982147216797
2014-05-16,153.0271453857422
2014-05-19,153.58863830566406
2014-05-20,152.62025451660156
2014-05-21,153.9059600830078
2014-05-22,154.2802734375
2014-05-23,154.89874267578125
2014-05-27,155.85084533691406
2014-05-28,155.73696899414062
2014-05-29,156.5425567626953
2014-05-30,156.7948455810547
2014-06-02,156.97384643554688
2014-06-03,156.89247131347656
2014-06-04,157.2098846435547
2014-06-05,158.2351837158203
2014-06-06,158.99191284179688
2014-06-09,159.15472412109375
2014-06-10,159.17103576660156
2014-06-11,158.6176300048828
2014-06-12,157.49465942382812
2014-06-13,157.9747772216797
2014-06-16,158.10494995117188
2014-06-17,158.54441833496094
2014-06-18,159.70809936523438
2014-06-19,159.8870849609375
2014-06-20,160.21170043945312
2014-06-23,160.16262817382812
2014-06-24,159.1978302001953
2014-06-25,159.91732788085938
2014-06-26,159.80288696289062
2014-06-27,160.1136016845703
2014-06-30,160.03179931640625
2014-07-01,161.10296630859375
2014-07-02,161.26651000976562
2014-07-03,162.05960083007812
2014-07-07,161.49546813964844
2014-07-08,160.45703125
2014-07-09,161.17652893066406
2014-07-10,160.5387420654297
2014-07-11,160.75955200195312
2014-07-14,161.5690155029297
2014-07-15,161.26651000976562
2014-07-16,161.8633575439453
2014-07-17,160.02365112304688
2014-07-18,161.658935546875
2014-07-21,161.3564453125
2014-07-22,162.05960083007812
2014-07-23,162.41937255859375
2014-07-24,162.42752075195312
2014-07-25,161.6671600341797
2014-07-28,161.7325439453125
2014-07-29,161.0375518798828
2014-07-30,161.06211853027344
2014-07-31,157.88137817382812
2014-08-01,157.39892578125
2014-08-04,158.53550720214844
2014-08-05,156.99838256835938
2014-08-06,157.04736328125
2014-08-07,156.197021484375
2014-08-08,158.00405883789062
2014-08-11,158.46194458007812
2014-08-12,158.2411651611328
2014-08-13,159.3123321533203
2014-08-14,160.06448364257812
2014-08-15,160.03179931640625
2014-08-18,161.37274169921875
2014-08-19,162.21498107910156
2014-08-20,162.64833068847656
2014-08-21,163.12255859375
2014-08-22,162.86911010742188
2014-08-25,163.6949462890625
2014-08-26,163.8012237548828
2014-08-27,163.73583984375
2014-08-28,163.6458740234375
2014-08-29,164.11195373535156
2014-09-02,164.03016662597656
2014-09-03,163.94024658203125
2014-09-04,163.70309448242188
2014-09-05,164.43905639648438
2014-09-08,164.01382446289062
2014-09-09,162.975341796875
2014-09-10,163.5885772705078
2014-09-11,163.7766571044922
2014-09-12,162.82003784179688
2014-09-15,162.69735717773438
2014-09-16,163.92385864257812
2014-09-17,164.14463806152344
2014-09-18,165.01956176757812
2014-09-19,164.87081909179688
2014-09-22,163.5975341796875
2014-09-23,162.6610565185547
2014-09-24,163.93435668945312
2014-09-25,161.28919982910156
2014-09-26,162.5707244873047
2014-09-29,162.27496337890625
2014-09-30,161.84788513183594
2014-10-01,159.65447998046875
2014-10-02,159.67910766601562
2014-10-03,161.4370574951172
2014-10-06,161.2481231689453
2014-10-07,158.75904846191406
2014-10-08,161.5355682373047
2014-10-09,158.33189392089844
2014-10-10,156.52459716796875
2014-10-13,153.9534149169922
2014-10-14,154.19163513183594
2014-10-15,153.1482696533203
2014-10-16,153.01690673828125
2014-10-17,154.82418823242188
2014-10-20,156.32749938964844
2014-10-21,159.42445373535156
2014-10-22,158.2908172607422
2014-10-23,160.13095092773438
2014-10-24,161.3631134033203
2014-10-27,161.14132690429688
2014-10-28,162.98965454101562
2014-10-29,162.7432403564453
2014-10-30,163.78648376464844
2014-10-31,165.6594696044922
2014-11-03,165.74984741210938
2014-11-04,165.17477416992188
2014-11-05,166.21803283691406
2014-11-06,166.88352966308594
2014-11-07,167.03952026367188
2014-11-10,167.5653076171875
2014-11-11,167.7295684814453
2014-11-12,167.54884338378906
2014-11-13,167.73780822753906
2014-11-14,167.77891540527344
2014-11-17,167.88565063476562
2014-11-18,168.85504150390625
2014-11-19,168.58392333984375
2014-11-20,168.87969970703125
2014-11-21,169.7833251953125
2014-11-24,170.25975036621094
2014-11-25,170.13658142089844
2014-11-26,170.57186889648438
2014-11-28,170.21043395996094
2014-12-01,169.02752685546875
2014-12-02,170.12014770507812
2014-12-03,170.77728271484375
2014-12-04,170.5883331298828
2014-12-05,170.86764526367188
2014-12-08,169.72581481933594
2014-12-09,169.6107940673828
2014-12-10,166.8916778564453
2014-12-11,167.73780822753906
2014-12-12,165.0269012451172
2014-12-15,163.89328002929688
2014-12-16,162.5789031982422
2014-12-17,165.76626586914062
2014-12-18,169.86550903320312
2014-12-19,170.5882110595703
2014-12-22,171.37290954589844
2014-12-23,171.6042022705078
2014-12-24,171.62074279785156
2014-12-26,172.17417907714844
2014-12-29,172.40541076660156
2014-12-30,171.48028564453125
2014-12-31,169.77870178222656
2015-01-02,169.68785095214844
2015-01-05,166.62330627441406
2015-01-06,165.05393981933594
2015-01-07,167.11068725585938
2015-01-08,170.07601928710938
2015-01-09,168.71316528320312
2015-01-12,167.3915252685547
2015-01-13,166.92071533203125
2015-01-14,165.9129638671875
2015-01-15,164.3931121826172
2015-01-16,166.54901123046875
2015-01-20,166.90419006347656
2015-01-21,167.74671936035156
2015-01-22,170.2412872314453
2015-01-23,169.30792236328125
2015-01-26,169.704345703125
2015-01-27,167.46591186523438
2015-01-28,165.31826782226562
2015-01-29,166.8463592529297
2015-01-30,164.74832153320312
2015-02-02,166.78857421875
2015-02-03,169.2004852294922
2015-02-04,168.5562286376953
2015-02-05,170.2577667236328
2015-02-06,169.7869415283203
2015-02-09,169.0269775390625
2015-02-10,170.82769775390625
2015-02-11,170.92684936523438
2015-02-12,172.5706024169922
2015-02-13,173.2810516357422
2015-02-17,173.55357360839844
2015-02-18,173.57009887695312
2015-02-19,173.4462127685547
2015-02-20,174.48695373535156
2015-02-23,174.46221923828125
2015-02-24,174.95782470703125
2015-02-25,174.8091583251953
2015-02-26,174.60264587402344
2015-02-27,174.0078887939453
2015-03-02,175.10653686523438
2015-03-03,174.38787841796875
2015-03-04,173.6527099609375
2015-03-05,173.8426513671875
2015-03-06,171.39767456054688
2015-03-09,172.10809326171875
2015-03-10,169.31610107421875
2015-03-11,168.919677734375
2015-03-12,171.06729125976562
2015-03-13,170.018310546875
2015-03-16,172.28981018066406
2015-03-17,171.7777099609375
2015-03-18,173.8426513671875
2015-03-19,173.0497283935547
2015-03-20,174.57717895507812
2015-03-23,174.23703002929688
2015-03-24,173.25802612304688
2015-03-25,170.7191162109375
2015-03-26,170.31259155273438
2015-03-27,170.70248413085938
2015-03-30,172.7850799560547
2015-03-31,171.2750244140625
2015-04-01,170.66925048828125
2015-04-02,171.28329467773438
2015-04-06,172.43658447265625
2015-04-07,171.98023986816406
2015-04-08,172.5610809326172
2015-04-09,173.32435607910156
2015-04-10,174.2701873779297
2015-04-13,173.4820098876953
2015-04-14,173.8138885498047
2015-04-15,174.5937957763672
2015-04-16,174.54400634765625
2015-04-17,172.5361328125
2015-04-20,174.11260986328125
2015-04-21,173.9052276611328
2015-04-22,174.759765625
2015-04-23,175.199462890625
2015-04-24,175.60606384277344
2015-04-27,174.8758544921875
2015-04-28,175.43179321289062
2015-04-29,174.70993041992188
2015-04-30,172.9592742919922
2015-05-01,174.8343963623047
2015-05-04,175.33224487304688
2015-05-05,173.32435607910156
2015-05-06,172.61077880859375
2015-05-07,173.2994384765625
2015-05-08,175.5811309814453
2015-05-11,174.74310302734375
2015-05-12,174.22044372558594
2015-05-13,174.25363159179688
2015-05-14,176.07066345214844
2015-05-15,176.2615203857422
2015-05-18,176.80911254882812
2015-05-19,176.75100708007812
2015-05-20,176.6265411376953
2015-05-21,177.14097595214844
2015-05-22,176.7178192138672
2015-05-26,174.81777954101562
2015-05-27,176.47723388671875
2015-05-28,176.2780303955078
2015-05-29,175.182861328125
2015-06-01,175.53965759277344
2015-06-02,175.3654327392578
2015-06-03,175.83006286621094
2015-06-04,174.34487915039062
2015-06-05,174.04620361328125
2015-06-08,172.9759063720703
2015-06-09,172.95098876953125
2015-06-10,175.0252227783203
2015-06-11,175.5894775390625
2015-06-12,174.24537658691406
2015-06-15,173.49862670898438
2015-06-16,174.44439697265625
2015-06-17,174.7266082763672
2015-06-18,176.54354858398438
2015-06-19,175.75985717773438
2015-06-22,176.66030883789062
2015-06-23,176.7853546142578
2015-06-24,175.5014190673828
2015-06-25,174.9678497314453
2015-06-26,174.9344482421875
2015-06-29,171.2660369873047
2015-06-30,171.62451171875
2015-07-01,173.00021362304688
2015-07-02,172.841796875
2015-07-06,172.349853515625
2015-07-07,173.43377685546875
2015-07-08,170.5240478515625
2015-07-09,170.83248901367188
2015-07-10,172.9834747314453
2015-07-13,174.8927764892578
2015-07-14,175.65142822265625
2015-07-15,175.5930938720703
2015-07-16,177.0021514892578
2015-07-17,177.15219116210938
2015-07-20,177.2439422607422
2015-07-21,176.5435791015625
2015-07-22,176.226806640625
2015-07-23,175.23463439941406
2015-07-24,173.4170379638672
2015-07-27,172.4082489013672
2015-07-28,174.5259552001953
2015-07-29,175.7265167236328
2015-07-30,175.76821899414062
2015-07-31,175.5014190673828
2015-08-03,174.9094696044922
2015-08-04,174.56761169433594
2015-08-05,175.1428985595703
2015-08-06,173.7089080810547
2015-08-07,173.37539672851562
2015-08-10,175.55978393554688
2015-08-11,173.97569274902344
2015-08-12,174.18414306640625
2015-08-13,173.96742248535156
2015-08-14,174.6010284423828
2015-08-17,175.5764617919922
2015-08-18,175.06784057617188
2015-08-19,173.6838836669922
2015-08-20,170.05709838867188
2015-08-21,164.93800354003906
2015-08-24,157.9929962158203
2015-08-25,156.13372802734375
2015-08-26,162.12831115722656
2015-08-27,166.13858032226562
2015-08-28,166.1468963623047
2015-08-31,164.80455017089844
2015-09-01,159.8855438232422
2015-09-02,162.9203643798828
2015-09-03,163.03709411621094
2015-09-04,160.5692138671875
2015-09-08,164.60446166992188
2015-09-09,162.40342712402344
2015-09-10,163.2871856689453
2015-09-11,164.02919006347656
2015-09-14,163.4206085205078
2015-09-15,165.46327209472656
2015-09-16,166.89727783203125
2015-09-17,166.5220489501953
2015-09-18,163.80087280273438
2015-09-21,164.64735412597656
2015-09-22,162.51025390625
2015-09-23,162.2504119873047
2015-09-24,161.66378784179688
2015-09-25,161.62188720703125
2015-09-28,157.5655975341797
2015-09-29,157.65785217285156
2015-09-30,160.59942626953125
2015-10-01,161.01846313476562
2015-10-02,163.42376708984375
2015-10-05,166.331787109375
2015-10-06,165.761962890625
2015-10-07,167.11962890625
2015-10-08,168.62814331054688
2015-10-09,168.72872924804688
2015-10-12,168.887939453125
2015-10-13,167.82362365722656
2015-10-14,167.01907348632812
2015-10-15,169.5835418701172
2015-10-16,170.35458374023438
2015-10-19,170.4384002685547
2015-10-20,170.22052001953125
2015-10-21,169.1644744873047
2015-10-22,172.0223388671875
2015-10-23,173.907958984375
2015-10-26,173.48057556152344
2015-10-27,173.14537048339844
2015-10-28,175.11480712890625
2015-10-29,175.0143280029297
2015-10-30,174.2599639892578
2015-11-02,176.32162475585938
2015-11-03,176.8328857421875
2015-11-04,176.29653930664062
2015-11-05,176.1204833984375
2015-11-06,176.02825927734375
2015-11-09,174.38575744628906
2015-11-10,174.78794860839844
2015-11-11,174.10076904296875
2015-11-12,171.67034912109375
2015-11-13,169.7427978515625
2015-11-16,172.32395935058594
2015-11-17,172.19834899902344
2015-11-18,174.930419921875
2015-11-19,174.7795867919922
2015-11-20,175.4165496826172
2015-11-23,175.21542358398438
2015-11-24,175.4500274658203
2015-11-25,175.42489624023438
2015-11-27,175.62608337402344
2015-11-30,174.89695739746094
2015-12-01,176.56466674804688
2015-12-02,174.76283264160156
2015-12-03,172.3156280517578
2015-12-04,175.67633056640625
2015-12-07,174.61199951171875
2015-12-08,173.4386444091797
2015-12-09,172.08941650390625
2015-12-10,172.53355407714844
2015-12-11,169.18963623046875
2015-12-14,170.04446411132812
2015-12-15,171.82962036132812
2015-12-16,174.34378051757812
2015-12-17,171.68707275390625
2015-12-18,168.6284942626953
2015-12-21,170.0195770263672
2015-12-22,171.5623016357422
2015-12-23,173.68678283691406
2015-12-24,173.40020751953125
2015-12-28,173.0039520263672
2015-12-29,174.85025024414062
2015-12-30,173.61097717285156
2015-12-31,171.87423706054688
2016-01-04,169.47152709960938
2016-01-05,169.75816345214844
2016-01-06,167.61683654785156
2016-01-07,163.59539794921875
2016-01-08,161.79971313476562
2016-01-11,161.95994567871094
2016-01-12,163.2666473388672
2016-01-13,159.1947021484375
2016-01-14,161.80813598632812
2016-01-15,158.334716796875
2016-01-19,158.54556274414062
2016-01-20,156.51373291015625
2016-01-21,157.39053344726562
2016-01-22,160.61941528320312
2016-01-25,158.1914520263672
2016-01-26,160.34963989257812
2016-01-27,158.60450744628906
2016-01-28,159.43072509765625
2016-01-29,163.3172149658203
2016-02-01,163.25820922851562
2016-02-02,160.31594848632812
2016-02-03,161.27708435058594
2016-02-04,161.52992248535156
2016-02-05,158.45277404785156
2016-02-08,156.31982421875
2016-02-09,156.3282928466797
2016-02-10,156.19337463378906
2016-02-11,154.16160583496094
2016-02-12,157.3399200439453
2016-02-16,159.99554443359375
2016-02-17,162.60903930664062
2016-02-18,161.94305419921875
2016-02-19,161.8671417236328
2016-02-22,164.2108917236328
