week_end,entry,exp,short_k,wing_k,credit,settle,payout,pnl,bid_size,dist_pct
2012-06-08,2012-06-04,2012-06-08,1235.0,1185.0,1.8499999999999999,1325.6600341796875,0.0,182.36,129,0.033676596778667287
2012-06-22,2012-06-18,2012-06-22,1300.0,1250.0,2.05,1335.02001953125,0.0,202.35999999999999,32,0.03190251028471771
2012-07-06,2012-07-02,2012-07-06,1320.0,1270.0,0.5,1354.6800537109375,0.0,47.36,50,0.030950867094758718
2012-07-13,2012-07-09,2012-07-13,1315.0,1265.0,1.45,1356.780029296875,0.0,142.36,176,0.02929108877202414
2012-07-27,2012-07-23,2012-07-27,1320.0,1270.0,4.5,1385.969970703125,0.0,447.36,68,0.03130643969122391
2012-08-03,2012-07-30,2012-08-03,1345.0,1295.0,1.3,1390.989990234375,0.0,127.36,98,0.029560503884756083
2012-08-10,2012-08-06,2012-08-10,1350.0,1300.0,0.30000000000000004,1405.8699951171875,0.0,27.360000000000003,796,0.02946821366232002
2012-08-24,2012-08-20,2012-08-24,1380.0,1330.0,0.5499999999999999,1411.1300048828125,0.0,52.35999999999999,361,0.02690812973146615
2012-08-31,2012-08-27,2012-08-31,1375.0,1325.0,0.6499999999999999,1406.5799560546875,0.0,62.359999999999985,386,0.025603597654216787
2012-09-07,2012-09-04,2012-09-07,1370.0,1320.0,0.8499999999999999,1437.9200439453125,0.0,82.35999999999999,1,0.026006311192781763
2012-09-14,2012-09-10,2012-09-14,1400.0,1350.0,0.8999999999999999,1465.77001953125,0.0,87.35999999999999,288,0.02637145514799896
2012-10-12,2012-10-08,2012-10-12,1425.0,1375.0,1.0,1428.5899658203125,0.0,97.36,40,0.024593958909717037
2012-10-26,2012-10-22,2012-10-26,1395.0,1345.0,1.35,1411.93994140625,0.0,132.36,107,0.026646810937549507
2012-11-02,2012-10-31,2012-11-02,1375.0,1325.0,0.35,1414.199951171875,0.0,32.36,52,0.02616254439934529
2012-11-09,2012-11-05,2012-11-09,1380.0,1330.0,3.4499999999999997,1379.8499755859375,0.1500244140625,327.35755859375,22,0.024183250143330337
2012-11-23,2012-11-19,2012-11-23,1320.0,1270.0,0.1,1409.1500244140625,0.0,7.359999999999999,15,0.02932612049564561
2012-11-30,2012-11-26,2012-11-30,1370.0,1320.0,1.3,1416.1800537109375,0.0,127.36,94,0.02778272273056337
2012-12-07,2012-12-03,2012-12-07,1380.0,1330.0,1.0999999999999999,1418.0699462890625,0.0,107.35999999999999,23,0.02554763683906705
2012-12-14,2012-12-10,2012-12-14,1380.0,1330.0,1.05,1413.5799560546875,0.0,102.36,195,0.026846310641225758
2012-12-28,2012-12-24,2012-12-28,1395.0,1345.0,2.05,1402.4300537109375,0.0,202.35999999999999,177,0.024577858136571085
2013-01-04,2012-12-31,2013-01-04,1365.0,1315.0,3.4499999999999997,1466.469970703125,0.0,342.36,62,0.02668942640803704
2013-01-11,2013-01-07,2013-01-11,1430.0,1380.0,0.95,1472.050048828125,0.0,92.36,95,0.024869224349434737
2013-01-25,2013-01-22,2013-01-25,1450.0,1400.0,0.25,1502.9599609375,0.0,22.36,147,0.024212964469009987
2013-02-01,2013-01-28,2013-02-01,1470.0,1420.0,0.8,1513.1700439453125,0.0,77.36,10,0.02193003259843369
2013-02-08,2013-02-04,2013-02-08,1480.0,1430.0,0.8500000000000001,1517.9300537109375,0.0,82.36000000000001,36,0.021920896516579004
2013-02-22,2013-02-19,2013-02-22,1490.0,1440.0,0.3,1515.5999755859375,0.0,27.36,199,0.019601417496377546
2013-03-01,2013-02-25,2013-03-01,1485.0,1435.0,0.95,1518.199951171875,0.0,92.36,201,0.020190007969687
2013-03-08,2013-03-04,2013-03-08,1485.0,1435.0,1.75,1551.1800537109375,0.0,172.36,230,0.021867970122280977
2013-03-22,2013-03-18,2013-03-22,1530.0,1480.0,2.25,1556.8900146484375,0.0,222.36,85,0.01967062993038699
2013-04-05,2013-04-01,2013-04-05,1540.0,1490.0,0.8999999999999999,1553.280029296875,0.0,87.35999999999999,62,0.018601917228765214
2013-04-12,2013-04-08,2013-04-12,1525.0,1475.0,2.5,1588.8499755859375,0.0,247.36,60,0.018206652222057185
2013-04-26,2013-04-22,2013-04-26,1520.0,1470.0,1.8,1582.239990234375,0.0,177.36,34,0.02266516637196592
2013-05-03,2013-04-29,2013-05-03,1550.0,1500.0,1.0,1614.4200439453125,0.0,97.36,47,0.020376169502326468
2013-05-10,2013-05-06,2013-05-10,1580.0,1530.0,0.9000000000000001,1633.699951171875,0.0,87.36000000000001,10,0.021320376982682247
2013-05-24,2013-05-20,2013-05-24,1635.0,1585.0,1.65,1649.5999755859375,0.0,162.36,250,0.019472596972426034
2013-05-31,2013-05-28,2013-05-31,1615.0,1565.0,0.30000000000000004,1630.739990234375,0.0,27.360000000000003,1,0.020974767275713374
2013-06-14,2013-06-10,2013-06-14,1605.0,1555.0,1.35,1626.72998046875,0.0,132.36,116,0.023354309270392597
2013-07-05,2013-07-01,2013-07-05,1565.0,1515.0,0.25,1631.8900146484375,0.0,22.36,61,0.025699148681406887
2013-07-12,2013-07-08,2013-07-12,1590.0,1540.0,0.6000000000000001,1680.18994140625,0.0,57.36000000000001,265,0.0256696310856844
2013-07-26,2013-07-22,2013-07-26,1655.0,1605.0,0.75,1691.6500244140625,0.0,72.36,100,0.021919618087405633
2013-08-02,2013-07-29,2013-08-02,1655.0,1605.0,1.05,1709.6700439453125,0.0,102.36,11,0.021665252200588583
2013-08-09,2013-08-05,2013-08-09,1670.0,1620.0,0.55,1691.4200439453125,0.0,52.36000000000001,41,0.023203333348327318
2013-08-23,2013-08-19,2013-08-23,1620.0,1570.0,1.5999999999999999,1663.5,0.0,157.36,505,0.02163866882808354
2013-08-30,2013-08-26,2013-08-30,1625.0,1575.0,0.6,1632.969970703125,0.0,57.36,107,0.023143973549744516
2013-09-06,2013-09-03,2013-09-06,1595.0,1545.0,0.4,1655.1700439453125,0.0,37.36,1,0.02325209366022565
2013-09-13,2013-09-09,2013-09-13,1620.0,1570.0,1.05,1687.989990234375,0.0,102.36,382,0.0212485986403428
2013-09-27,2013-09-23,2013-09-27,1675.0,1625.0,1.6500000000000001,1691.75,0.0,162.36,387,0.02041629880044259
2013-10-04,2013-09-30,2013-10-04,1655.0,1605.0,4.8,1690.5,0.0,477.36,100,0.021723067829170977
2013-10-11,2013-10-07,2013-10-11,1655.0,1605.0,4.1499999999999995,1703.199951171875,0.0,412.35999999999996,336,0.020999704229517895
2013-10-25,2013-10-21,2013-10-25,1705.0,1655.0,0.050000000000000044,1759.77001953125,0.0,2.3600000000000043,59,0.022642591000286615
2013-11-01,2013-10-28,2013-11-01,1725.0,1675.0,0.9,1761.6400146484375,0.0,87.36,69,0.019758274743487046
2013-11-08,2013-11-04,2013-11-08,1725.0,1675.0,0.7999999999999999,1770.6099853515625,0.0,77.36,80,0.020798809259421586
2013-11-22,2013-11-18,2013-11-22,1765.0,1715.0,1.1,1804.760009765625,0.0,107.36000000000001,55,0.018452019664250644
2013-11-29,2013-11-25,2013-11-29,1770.0,1720.0,0.25,1805.81005859375,0.0,22.36,83,0.01926018394553141
2013-12-06,2013-12-02,2013-12-06,1775.0,1725.0,1.7999999999999998,1805.0899658203125,0.0,177.35999999999999,42,0.017061627521192852
2013-12-13,2013-12-09,2013-12-13,1770.0,1720.0,0.7,1775.3199462890625,0.0,67.36,301,0.019439455364966295
2013-12-27,2013-12-23,2013-12-27,1785.0,1735.0,0.30000000000000004,1841.4000244140625,0.0,27.360000000000003,204,0.01832457833235777
2014-01-03,2013-12-30,2014-01-03,1805.0,1755.0,0.5,1831.3699951171875,0.0,47.36,83,0.019767581151002248
2014-01-10,2014-01-06,2014-01-10,1800.0,1750.0,1.2,1842.3699951171875,0.0,117.36,69,0.01712925034309092
2014-01-24,2014-01-21,2014-01-24,1805.0,1755.0,0.39999999999999997,1790.2900390625,14.7099609375,-1433.63609375,153,0.018328140570405035
2014-01-31,2014-01-27,2014-01-31,1755.0,1705.0,2.5,1782.5899658203125,0.0,247.36,71,0.019711911641411978
2014-02-07,2014-02-03,2014-02-07,1750.0,1700.0,4.8999999999999995,1797.02001953125,0.0,487.35999999999996,10,0.018282368040434496
2014-02-14,2014-02-10,2014-02-14,1760.0,1710.0,2.1,1838.6300048828125,0.0,207.36,122,0.020600783034630085
2014-02-28,2014-02-24,2014-02-28,1800.0,1750.0,0.4,1859.449951171875,0.0,37.36,230,0.019741320626276378
2014-03-07,2014-03-03,2014-03-07,1825.0,1775.0,1.7000000000000002,1878.0400390625,0.0,167.36000000000004,20,0.018526958012590616
2014-03-14,2014-03-10,2014-03-14,1840.0,1790.0,1.35,1841.1300048828125,0.0,132.36,301,0.02025518001282296
2014-03-28,2014-03-24,2014-03-28,1830.0,1780.0,1.9500000000000002,1857.6199951171875,0.0,192.36000000000004,346,0.01956583328820737
2014-04-04,2014-03-31,2014-04-04,1820.0,1770.0,1.0,1865.0899658203125,0.0,97.36,56,0.02025171736742328
2014-04-11,2014-04-07,2014-04-11,1830.0,1780.0,2.75,1815.68994140625,14.31005859375,-1158.645859375,73,0.0188140875042878
2014-04-25,2014-04-21,2014-04-25,1825.0,1775.0,1.0,1863.4000244140625,0.0,97.36,150,0.021368998100459197
2014-05-02,2014-04-28,2014-05-02,1825.0,1775.0,1.75,1881.1400146484373,0.0,172.36,50,0.020607504513764942
2014-05-09,2014-05-05,2014-05-09,1840.0,1790.0,1.45,1878.47998046875,0.0,142.36,180,0.021869724915785097
2014-05-23,2014-05-19,2014-05-23,1840.0,1790.0,0.9500000000000001,1900.530029296875,0.0,92.36,12,0.02016123973400209
2014-05-30,2014-05-27,2014-05-30,1860.0,1810.0,0.25,1923.5699462890625,0.0,22.36,120,0.021325645305309695
2014-06-13,2014-06-09,2014-06-13,1915.0,1865.0,0.55,1936.1600341796875,0.0,52.36000000000001,331,0.017666582424389215
2014-07-04,2014-06-30,2014-07-03,1925.0,1875.0,0.75,1985.43994140625,0.0,72.36,21,0.018337937364263257
2014-07-11,2014-07-07,2014-07-11,1950.0,1900.0,0.9,1967.5699462890625,0.0,87.36,107,0.017849918633725356
2014-07-25,2014-07-21,2014-07-25,1945.0,1895.0,2.1,1978.3399658203125,0.0,207.36,395,0.01679285984122257
2014-08-01,2014-07-28,2014-08-01,1945.0,1895.0,2.65,1925.1500244140625,19.8499755859375,-1722.6375585937503,61,0.016852495726884933
2014-08-08,2014-08-04,2014-08-08,1890.0,1840.0,2.75,1931.5899658203125,0.0,272.36,241,0.018258329983794765
2014-08-22,2014-08-18,2014-08-22,1920.0,1870.0,0.7999999999999999,1988.4000244140625,0.0,77.36,146,0.017932982897194603
2014-08-29,2014-08-25,2014-08-29,1950.0,1900.0,0.3,2003.3699951171875,0.0,27.36,21,0.019312021697132163
2014-09-05,2014-09-02,2014-09-05,1970.0,1920.0,0.8,2007.7099609375,0.0,77.36,124,0.016656930671079317
2014-09-12,2014-09-08,2014-09-12,1975.0,1925.0,1.1,1985.5400390625,0.0,107.36000000000001,178,0.016292174454434687
2014-09-26,2014-09-22,2014-09-26,1975.0,1925.0,1.5999999999999999,1982.8499755859373,0.0,157.36,278,0.017608448062161136
2014-10-03,2014-09-29,2014-10-03,1950.0,1900.0,5.0,1967.9000244140625,0.0,497.36,25,0.016567050452836213
2014-10-10,2014-10-06,2014-10-10,1930.0,1880.0,1.35,1906.1300048828125,23.8699951171875,-2254.63951171875,248,0.019259120861765903
2014-10-24,2014-10-20,2014-10-24,1845.0,1795.0,4.199999999999999,1964.5799560546875,0.0,417.35999999999996,107,0.022133185752019658
2014-10-31,2014-10-27,2014-10-31,1920.0,1870.0,2.9,2018.050048828125,0.0,287.36,68,0.022691851210888837
2014-11-07,2014-11-03,2014-11-07,1970.0,1920.0,1.1500000000000001,2031.9200439453125,0.0,112.36000000000001,10,0.0238101373432376
2014-11-14,2014-11-10,2014-11-14,1985.0,1935.0,0.7,2039.8199462890625,0.0,67.36,75,0.023091481421783404
2014-11-28,2014-11-24,2014-11-28,2020.0,1970.0,0.25000000000000006,2067.56005859375,0.0,22.360000000000007,471,0.021080688151199418
2014-12-05,2014-12-01,2014-12-05,2025.0,1975.0,2.4000000000000004,2075.3701171875,0.0,237.36000000000004,1,0.02058467826211404
2014-12-12,2014-12-08,2014-12-12,2035.0,1985.0,0.8500000000000001,2002.3299560546875,32.6700439453125,-3184.64439453125,108,0.019452008513165243
2014-12-26,2014-12-22,2014-12-26,2025.0,1975.0,0.7,2088.77001953125,0.0,67.36,90,0.022046171248978057
2015-01-02,2014-12-29,2015-01-02,2045.0,1995.0,0.8,2058.199951171875,0.0,77.36,379,0.020954925205730703
2015-01-09,2015-01-05,2015-01-09,2015.0,1965.0,7.3999999999999995,2044.81005859375,0.0,737.36,105,0.020989190650441077
2015-01-23,2015-01-20,2015-01-23,1970.0,1920.0,5.05,2051.820068359375,0.0,502.36,52,0.024472394484488357
2015-01-30,2015-01-26,2015-01-30,2000.0,1950.0,2.75,1994.989990234375,5.010009765625,-228.6409765625,70,0.025255659186923768
2015-02-06,2015-02-02,2015-02-06,1945.0,1895.0,2.75,2055.469970703125,0.0,272.36,1,0.025057764940716362
2015-02-13,2015-02-09,2015-02-13,2000.0,1950.0,2.5999999999999996,2096.989990234375,0.0,257.35999999999996,171,0.026986514760004063
2015-02-27,2015-02-23,2015-02-27,2060.0,2010.0,1.1,2104.5,0.0,107.36000000000001,287,0.023835496215837755
2015-03-06,2015-03-02,2015-03-06,2055.0,2005.0,0.04999999999999999,2071.260009765625,0.0,2.359999999999999,104,0.023521026372059873
2015-03-13,2015-03-09,2015-03-13,2020.0,1970.0,1.35,2053.39990234375,0.0,132.36,175,0.024748225487839823
2015-03-27,2015-03-23,2015-03-27,2060.0,2010.0,0.5,2061.02001953125,0.0,47.36,112,0.02281679969073901
2015-04-03,2015-03-30,2015-04-02,2010.0,1960.0,0.2,2066.9599609375,0.0,17.36,252,0.024754742335231554
2015-04-10,2015-04-06,2015-04-10,2015.0,1965.0,1.5,2102.06005859375,0.0,147.36,10,0.025138349034072627
2015-04-24,2015-04-20,2015-04-24,2030.0,1980.0,0.30000000000000004,2117.68994140625,0.0,27.360000000000003,267,0.02459178606449424
2015-05-01,2015-04-27,2015-05-01,2070.0,2020.0,0.5,2108.2900390625,0.0,47.36,418,0.022519794080233267
2015-05-08,2015-05-04,2015-05-08,2060.0,2010.0,0.29999999999999993,2116.10009765625,0.0,27.359999999999992,39,0.022904836700728938
2015-05-22,2015-05-18,2015-05-22,2075.0,2025.0,1.05,2126.06005859375,0.0,102.36,250,0.022485186956378723
2015-05-29,2015-05-26,2015-05-29,2080.0,2030.0,1.3499999999999999,2107.389892578125,0.0,132.36,15,0.0216645143243111
2015-06-05,2015-06-01,2015-06-05,2065.0,2015.0,2.45,2092.830078125,0.0,242.36000000000004,11,0.020114878944525225
2015-06-12,2015-06-08,2015-06-12,2050.0,2000.0,3.1999999999999997,2094.110107421875,0.0,317.36,131,0.020465148400089964
2015-06-26,2015-06-22,2015-06-26,2065.0,2015.0,0.4,2101.489990234375,0.0,37.36,1,0.021322371405836656
2015-07-03,2015-06-29,2015-07-02,2060.0,2010.0,5.75,2076.780029296875,0.0,572.36,46,0.01974313007779195
2015-07-10,2015-07-06,2015-07-10,2035.0,1985.0,4.85,2076.6201171875,0.0,482.35999999999996,8,0.02011769600414554
2015-07-24,2015-07-20,2015-07-24,2080.0,2030.0,0.6499999999999999,2079.64990234375,0.35009765625,27.350234374999992,395,0.02193126007882015
2015-07-31,2015-07-27,2015-07-31,2035.0,1985.0,3.55,2103.840087890625,0.0,352.36,151,0.021469912937475626
2015-08-07,2015-08-03,2015-08-07,2060.0,2010.0,1.25,2077.570068359375,0.0,122.36,44,0.020838127452253476
2015-08-14,2015-08-10,2015-08-14,2030.0,1980.0,0.35000000000000003,2091.5400390625,0.0,32.36,312,0.022896974250760337
2015-09-04,2015-08-31,2015-09-04,1930.0,1880.0,7.4,1921.219970703125,8.780029296875,-140.64292968749996,61,0.0295997200730653
2015-09-11,2015-09-08,2015-09-11,1860.0,1810.0,0.7500000000000001,1961.050048828125,0.0,72.36000000000001,86,0.03186515424400872
2015-09-25,2015-09-21,2015-09-25,1895.0,1845.0,1.2000000000000002,1931.3399658203125,0.0,117.36000000000001,60,0.0321905325014392
2015-10-02,2015-09-28,2015-10-02,1870.0,1820.0,6.199999999999999,1951.3599853515625,0.0,617.3599999999999,67,0.031760315069262864
2015-10-09,2015-10-05,2015-10-09,1890.0,1840.0,0.65,2014.8900146484373,0.0,62.36,1,0.03144472870827456
2015-10-23,2015-10-19,2015-10-23,1970.0,1920.0,0.44999999999999996,2075.14990234375,0.0,42.35999999999999,155,0.03104110737061262
2015-10-30,2015-10-26,2015-10-30,2015.0,1965.0,1.1500000000000001,2079.360107421875,0.0,112.36000000000001,110,0.028985810748329316
2015-11-06,2015-11-02,2015-11-06,2020.0,1970.0,0.75,2099.199951171875,0.0,72.36,75,0.02854729549249336
2015-11-13,2015-11-09,2015-11-13,2040.0,1990.0,2.0,2023.0400390625,16.9599609375,-1498.63609375,194,0.02820119690781563
2015-11-27,2015-11-23,2015-11-27,2030.0,1980.0,0.4,2090.110107421875,0.0,37.36,33,0.028322216041620895
2015-12-04,2015-11-30,2015-12-04,2030.0,1980.0,1.9000000000000001,2091.68994140625,0.0,187.36,19,0.02875930182262985
2015-12-11,2015-12-07,2015-12-11,2035.0,1985.0,2.1500000000000004,2012.3699951171875,22.6300048828125,-2050.64048828125,139,0.027102459252702226
2015-12-25,2015-12-21,2015-12-24,1945.0,1895.0,0.8500000000000001,2060.989990234375,0.0,82.36000000000001,184,0.030191242977708466
2016-01-01,2015-12-28,2015-12-31,2000.0,1950.0,1.4,2043.93994140625,0.0,137.36,167,0.029592569844281116
2016-01-08,2016-01-04,2016-01-08,1985.0,1935.0,9.100000000000001,1922.030029296875,50.0,-4092.64,25,0.02883643506946626
2016-01-22,2016-01-19,2016-01-22,1815.0,1765.0,2.25,1906.9000244140625,0.0,222.36,77,0.03474387877740509
2016-01-29,2016-01-25,2016-01-29,1840.0,1790.0,3.8,1940.239990234375,0.0,377.36,136,0.035083131552541155
2016-02-05,2016-02-01,2016-02-05,1870.0,1820.0,2.8,1880.050048828125,0.0,277.36,175,0.036201702154324854
2016-02-12,2016-02-08,2016-02-12,1810.0,1760.0,8.399999999999999,1864.780029296875,0.0,837.3599999999999,23,0.03725967235382307
2016-02-26,2016-02-22,2016-02-26,1850.0,1800.0,0.35,1948.050048828125,0.0,32.36,352,0.03534296335420988
2016-03-04,2016-02-29,2016-03-04,1880.0,1830.0,1.65,1999.989990234375,0.0,162.36,65,0.034932392455245896
2016-03-11,2016-03-07,2016-03-11,1930.0,1880.0,1.5,2022.18994140625,0.0,147.36,103,0.034995170263913675
2016-03-25,2016-03-21,2016-03-24,1980.0,1930.0,0.09999999999999998,2035.93994140625,0.0,7.359999999999998,28,0.03394845552394974
2016-04-01,2016-03-28,2016-04-01,1970.0,1920.0,0.45,2072.780029296875,0.0,42.36,29,0.03238796001060053
2016-04-08,2016-04-04,2016-04-08,2010.0,1960.0,0.35,2047.5999755859373,0.0,32.36,8,0.030287839717449968
2016-04-22,2016-04-18,2016-04-22,2020.0,1970.0,0.45,2091.580078125,0.0,42.36,152,0.029186862802384698
2016-04-29,2016-04-25,2016-04-29,2030.0,1980.0,1.0499999999999998,2065.300048828125,0.0,102.35999999999999,30,0.029441893604285785
2016-05-06,2016-05-02,2016-05-06,2005.0,1955.0,0.7999999999999999,2057.139892578125,0.0,77.36,172,0.02919674981963998
2016-05-13,2016-05-09,2016-05-13,2000.0,1950.0,0.6,2046.6099853515625,0.0,57.36,281,0.027776376698676546
2016-05-27,2016-05-23,2016-05-27,1995.0,1945.0,0.6000000000000001,2099.06005859375,0.0,57.36000000000001,30,0.027929400117982898
2016-06-03,2016-05-31,2016-06-03,2045.0,1995.0,0.2,2099.1298828125,0.0,17.36,16,0.025754412491640254
2016-06-10,2016-06-06,2016-06-10,2045.0,1995.0,0.15000000000000002,2096.070068359375,0.0,12.360000000000001,140,0.02578681922243638
2016-06-24,2016-06-20,2016-06-24,2020.0,1970.0,1.8499999999999999,2037.4100341796875,0.0,182.36,29,0.024729372750175425
2016-07-01,2016-06-27,2016-07-01,1985.0,1935.0,9.8,2102.949951171875,0.0,977.3600000000001,31,0.02572385199859345
2016-07-08,2016-07-05,2016-07-08,2045.0,1995.0,1.5,2129.89990234375,0.0,147.36,52,0.027556505155808497
2016-07-22,2016-07-18,2016-07-22,2105.0,2055.0,0.30000000000000004,2175.030029296875,0.0,27.360000000000003,50,0.026247370401018152
2016-07-29,2016-07-25,2016-07-29,2120.0,2070.0,1.05,2173.60009765625,0.0,102.36,155,0.025300813577578345
