week_end,entry,short_k,wing_k,width,credit,settle,pnl,vix,gap_below_trigger,entry_d,px,stopped
2017-07-21,2017-07-17,2425.0,2400.0,25.0,0.55,2472.5400390625,52.36000000000001,9.770000457763672,False,2017-07-17,52.36000000000001,False
2017-07-28,2017-07-24,2435.0,2415.0,20.0,0.5,2472.10009765625,47.36,9.9399995803833,False,2017-07-24,47.36,False
2017-08-04,2017-07-31,2435.0,2415.0,20.0,0.3499999999999998,2476.830078125,32.359999999999985,10.529999732971191,False,2017-07-31,32.359999999999985,False
2017-08-11,2017-08-07,2445.0,2425.0,20.0,0.5999999999999999,2441.320068359375,-310.63316406250004,10.1899995803833,False,2017-08-07,-455.28,True
2017-08-18,2017-08-14,2405.0,2385.0,20.0,0.5999999999999999,2425.550048828125,57.35999999999999,14.050000190734863,False,2017-08-14,57.35999999999999,False
2017-08-25,2017-08-21,2390.0,2365.0,25.0,2.5,2443.050048828125,247.36,14.59000015258789,False,2017-08-21,247.36,False
2017-09-01,2017-08-28,2405.0,2385.0,20.0,0.8499999999999999,2476.550048828125,82.35999999999999,12.09000015258789,False,2017-08-28,82.35999999999999,False
2017-09-08,2017-09-05,2440.0,2415.0,25.0,0.8,2461.429931640625,77.36,11.75,False,2017-09-05,77.36,False
2017-09-15,2017-09-11,2425.0,2400.0,25.0,0.25,2500.22998046875,22.36,11.380000114440918,False,2017-09-11,22.36,False
2017-09-22,2017-09-18,2465.0,2440.0,25.0,0.35,2502.219970703125,32.36,10.18000030517578,False,2017-09-18,32.36,False
2017-09-29,2017-09-25,2465.0,2445.0,20.0,0.6000000000000001,2519.360107421875,57.36000000000001,10.079999923706056,False,2017-09-25,57.36000000000001,False
2017-10-06,2017-10-02,2485.0,2465.0,20.0,0.3999999999999999,2549.330078125,37.35999999999999,9.59000015258789,False,2017-10-02,37.35999999999999,False
2017-10-13,2017-10-09,2515.0,2495.0,20.0,0.5,2553.169921875,47.36,9.920000076293944,False,2017-10-09,47.36,False
2017-10-20,2017-10-16,2520.0,2500.0,20.0,0.2999999999999999,2575.2099609375,27.359999999999992,9.949999809265137,False,2017-10-16,27.359999999999992,False
2017-10-27,2017-10-23,2540.0,2520.0,20.0,0.4,2581.070068359375,37.36,10.25,False,2017-10-23,37.36,False
2017-11-03,2017-10-30,2550.0,2525.0,25.0,1.45,2587.840087890625,142.36,10.279999732971191,False,2017-10-30,142.36,False
2017-11-10,2017-11-06,2555.0,2535.0,20.0,0.5499999999999999,2582.300048828125,52.35999999999999,9.630000114440918,False,2017-11-06,52.35999999999999,False
2017-11-17,2017-11-13,2550.0,2530.0,20.0,1.65,2578.85009765625,162.36,11.43000030517578,False,2017-11-13,162.36,False
2017-11-24,2017-11-20,2545.0,2525.0,20.0,0.35,2602.419921875,32.36,11.960000038146973,False,2017-11-20,32.36,False
2017-12-01,2017-11-27,2570.0,2550.0,20.0,0.6499999999999999,2642.219970703125,62.35999999999999,10.06999969482422,False,2017-11-27,62.35999999999999,False
2017-12-08,2017-12-04,2610.0,2585.0,25.0,0.75,2651.5,72.36,11.050000190734863,False,2017-12-04,72.36,False
2017-12-15,2017-12-11,2615.0,2595.0,20.0,0.45,2675.81005859375,42.36000000000001,9.739999771118164,False,2017-12-11,42.36000000000001,False
2017-12-22,2017-12-18,2640.0,2620.0,20.0,0.15,2683.340087890625,12.36,9.460000038146973,False,2017-12-18,12.36,False
2017-12-29,2017-12-26,2650.0,2630.0,20.0,0.3999999999999999,2673.610107421875,37.36,10.1899995803833,False,2017-12-26,37.36,False
2018-01-05,2018-01-02,2640.0,2620.0,20.0,0.3,2743.14990234375,27.360000000000003,10.949999809265137,False,2018-01-02,27.360000000000003,False
2018-01-12,2018-01-08,2710.0,2685.0,25.0,0.7000000000000001,2786.239990234375,67.36,9.609999656677246,False,2018-01-08,67.36,False
2018-01-19,2018-01-16,2750.0,2730.0,20.0,0.25,2810.300048828125,22.36,10.420000076293944,False,2018-01-16,22.36,False
2018-01-26,2018-01-22,2775.0,2750.0,25.0,1.25,2872.8701171875,122.36,11.59000015258789,False,2018-01-22,122.36,False
2018-02-02,2018-01-29,2835.0,2810.0,25.0,2.4,2762.1298828125,-2262.64,11.710000038146973,False,2018-01-29,-775.2800000000001,True
2018-02-16,2018-02-12,2565.0,2525.0,40.0,4.5,2732.219970703125,447.36,27.25,False,2018-02-12,447.36,False
2018-02-23,2018-02-20,2670.0,2630.0,40.0,3.2,2747.300048828125,317.36,20.530000686645508,False,2018-02-20,317.36,False
2018-03-02,2018-02-26,2685.0,2650.0,35.0,1.0499999999999998,2691.25,102.36,16.530000686645508,False,2018-02-26,-950.2799999999999,True
2018-03-16,2018-03-12,2715.0,2675.0,40.0,0.9,2752.010009765625,87.36,15.279999732971191,False,2018-03-12,87.36,False
2018-03-23,2018-03-19,2680.0,2640.0,40.0,2.4,2588.260009765625,-3762.64,16.6299991607666,False,2018-03-19,-795.28,True
2018-03-30,2018-03-26,2510.0,2465.0,45.0,1.15,2640.8701171875,112.36,23.40999984741211,False,2018-03-26,112.36,False
2018-04-06,2018-04-02,2565.0,2515.0,50.0,5.4,2604.469970703125,537.36,21.06999969482422,False,2018-04-02,-1495.28,True
2018-04-13,2018-04-09,2525.0,2475.0,50.0,2.35,2656.300048828125,232.36,21.270000457763672,False,2018-04-09,232.36,False
2018-04-20,2018-04-16,2575.0,2525.0,50.0,1.1,2670.139892578125,107.36,17.59000015258789,False,2018-04-16,107.36,False
2018-04-27,2018-04-23,2590.0,2545.0,45.0,1.4,2669.909912109375,137.36,17.290000915527344,False,2018-04-23,137.36,False
2018-05-04,2018-04-30,2590.0,2545.0,45.0,0.8,2663.419921875,77.36,15.3100004196167,False,2018-04-30,77.36,False
2018-05-11,2018-05-07,2585.0,2535.0,50.0,0.75,2727.719970703125,72.36,15.050000190734863,False,2018-05-07,72.36,False
2018-05-18,2018-05-14,2650.0,2600.0,50.0,0.2999999999999999,2712.969970703125,27.359999999999992,13.09000015258789,False,2018-05-14,27.359999999999992,False
2018-05-25,2018-05-21,2635.0,2590.0,45.0,0.2,2721.330078125,17.36,12.989999771118164,False,2018-05-21,17.36,False
2018-06-01,2018-05-29,2650.0,2605.0,45.0,1.55,2734.6201171875,152.36,14.390000343322754,False,2018-05-29,152.36,False
2018-06-08,2018-06-04,2665.0,2620.0,45.0,0.5,2779.030029296875,47.36,13.90999984741211,False,2018-06-04,47.36,False
2018-06-15,2018-06-11,2710.0,2665.0,45.0,0.9,2779.659912109375,87.36,12.520000457763672,False,2018-06-11,87.36,False
2018-06-22,2018-06-18,2710.0,2670.0,40.0,1.6,2754.8798828125,157.36,12.789999961853027,False,2018-06-18,157.36,False
2018-06-29,2018-06-25,2690.0,2650.0,40.0,3.7,2718.3701171875,367.36,15.06999969482422,False,2018-06-25,367.36,False
2018-07-06,2018-07-02,2655.0,2615.0,40.0,2.75,2759.820068359375,272.36,17.700000762939453,False,2018-07-02,272.36,False
2018-07-13,2018-07-09,2695.0,2655.0,40.0,0.4499999999999999,2801.31005859375,42.35999999999999,13.020000457763672,False,2018-07-09,42.35999999999999,False
2018-07-20,2018-07-16,2740.0,2700.0,40.0,0.8499999999999999,2801.830078125,82.35999999999999,12.770000457763672,False,2018-07-16,82.35999999999999,False
2018-07-27,2018-07-23,2740.0,2705.0,35.0,0.7,2818.820068359375,67.36,13.470000267028809,False,2018-07-23,67.36,False
2018-08-03,2018-07-30,2760.0,2720.0,40.0,1.6,2840.35009765625,157.36,13.630000114440918,False,2018-07-30,157.36,False
2018-08-10,2018-08-06,2780.0,2745.0,35.0,0.6500000000000001,2833.280029296875,62.360000000000014,11.90999984741211,False,2018-08-06,62.360000000000014,False
2018-08-17,2018-08-13,2775.0,2740.0,35.0,0.9500000000000002,2850.1298828125,92.36,14.5,False,2018-08-13,92.36,False
2018-08-24,2018-08-20,2795.0,2755.0,40.0,1.1,2874.68994140625,107.36,12.56999969482422,False,2018-08-20,107.36,False
2018-08-31,2018-08-27,2820.0,2785.0,35.0,0.4499999999999999,2901.52001953125,42.35999999999999,12.369999885559082,False,2018-08-27,42.35999999999999,False
2018-09-07,2018-09-04,2845.0,2815.0,30.0,0.9500000000000002,2871.679931640625,92.36,13.130000114440918,False,2018-09-04,92.36,False
2018-09-14,2018-09-10,2820.0,2785.0,35.0,0.95,2904.97998046875,92.36,15.09000015258789,False,2018-09-10,92.36,False
2018-09-21,2018-09-17,2855.0,2820.0,35.0,1.1,2929.669921875,107.36,12.720000267028809,False,2018-09-17,107.36,False
2018-09-28,2018-09-24,2875.0,2845.0,30.0,1.6,2913.97998046875,157.36,12.460000038146973,False,2018-09-24,157.36,False
2018-10-05,2018-10-01,2865.0,2830.0,35.0,0.4499999999999999,2885.570068359375,42.35999999999999,11.989999771118164,False,2018-10-01,42.35999999999999,False
2018-10-12,2018-10-08,2835.0,2800.0,35.0,3.0000000000000004,2767.1298828125,-3202.64,16.049999237060547,False,2018-10-08,-815.2800000000001,True
2018-10-19,2018-10-15,2705.0,2670.0,35.0,5.300000000000001,2767.780029296875,527.3600000000001,21.96999931335449,False,2018-10-15,527.3600000000001,False
2018-10-26,2018-10-22,2705.0,2670.0,35.0,4.4,2658.68994140625,-3062.64,19.3799991607666,False,2018-10-22,-705.2800000000002,True
2018-11-02,2018-10-29,2590.0,2550.0,40.0,2.8,2723.06005859375,277.36,24.479999542236328,False,2018-10-29,277.36,False
2018-11-09,2018-11-05,2650.0,2605.0,45.0,4.6000000000000005,2781.010009765625,457.36000000000007,20.57999992370605,False,2018-11-05,457.36000000000007,False
2018-11-16,2018-11-12,2705.0,2660.0,45.0,4.3,2736.27001953125,427.36,17.260000228881836,False,2018-11-12,-925.2799999999999,True
2018-11-23,2018-11-19,2660.0,2610.0,50.0,2.8000000000000003,2632.56005859375,-2466.634140625,18.780000686645508,False,2018-11-19,-1825.28,True
2018-11-30,2018-11-26,2550.0,2505.0,45.0,0.95,2760.169921875,92.36,20.780000686645508,False,2018-11-26,92.36,False
2018-12-07,2018-12-03,2675.0,2625.0,50.0,1.15,2633.080078125,-4079.6321875,16.040000915527344,False,2018-12-03,109.71999999999998,True
2018-12-14,2018-12-10,2545.0,2485.0,60.0,7.4,2599.949951171875,737.36,23.950000762939453,False,2018-12-10,737.36,False
2018-12-21,2018-12-17,2510.0,2450.0,60.0,5.9,2416.6201171875,-5412.64,22.36000061035156,False,2018-12-17,-1295.28,True
2018-12-28,2018-12-24,2320.0,2255.0,65.0,10.4,2485.739990234375,1037.3599999999997,29.290000915527344,False,2018-12-24,1037.3599999999997,False
2019-01-04,2018-12-31,2380.0,2320.0,60.0,3.1500000000000004,2531.93994140625,312.36000000000007,27.59000015258789,False,2018-12-31,312.36000000000007,False
2019-01-11,2019-01-07,2430.0,2365.0,65.0,2.45,2596.260009765625,242.36000000000004,22.059999465942383,False,2019-01-07,242.36000000000004,False
2019-01-18,2019-01-14,2495.0,2435.0,60.0,2.15,2670.7099609375,212.36,19.84000015258789,False,2019-01-14,212.36,False
2019-01-25,2019-01-22,2570.0,2505.0,65.0,1.15,2664.760009765625,112.36,18.530000686645508,False,2019-01-22,112.36,False
2019-02-01,2019-01-28,2565.0,2505.0,60.0,4.3500000000000005,2706.530029296875,432.36000000000007,18.559999465942383,False,2019-01-28,432.36000000000007,False
2019-02-08,2019-02-04,2610.0,2550.0,60.0,0.6,2707.8798828125,57.36,16.719999313354492,False,2019-02-04,57.36,False
2019-02-15,2019-02-11,2615.0,2555.0,60.0,1.2999999999999998,2775.60009765625,127.35999999999996,16.170000076293945,False,2019-02-11,127.35999999999996,False
2019-02-22,2019-02-19,2680.0,2625.0,55.0,0.3,2792.669921875,27.36,15.649999618530272,False,2019-02-19,27.36,False
2019-03-01,2019-02-25,2705.0,2650.0,55.0,0.3999999999999999,2803.68994140625,37.36,13.90999984741211,False,2019-02-25,37.36,False
2019-03-08,2019-03-04,2720.0,2665.0,55.0,0.4,2743.070068359375,37.36,13.770000457763672,False,2019-03-04,37.36,False
2019-03-15,2019-03-11,2655.0,2605.0,50.0,0.6000000000000001,2822.47998046875,57.36000000000001,16.280000686645508,False,2019-03-11,57.36000000000001,False
2019-03-22,2019-03-18,2735.0,2685.0,50.0,0.25,2800.7099609375,22.36,13.130000114440918,False,2019-03-18,22.36,False
2019-03-29,2019-03-25,2715.0,2665.0,50.0,3.5,2834.39990234375,347.36,17.760000228881836,False,2019-03-25,347.36,False
2019-04-05,2019-04-01,2755.0,2700.0,55.0,0.4499999999999999,2892.739990234375,42.35999999999999,13.899999618530272,False,2019-04-01,42.35999999999999,False
2019-04-12,2019-04-08,2815.0,2765.0,50.0,0.8,2907.409912109375,77.36,13.550000190734863,False,2019-04-08,77.36,False
2019-04-19,2019-04-15,2830.0,2785.0,45.0,0.35,2905.030029296875,32.36,12.460000038146973,False,2019-04-15,32.36,False
2019-04-26,2019-04-22,2830.0,2785.0,45.0,0.8,2939.8798828125,77.36,13.210000038146973,False,2019-04-22,77.36,False
2019-05-03,2019-04-29,2870.0,2825.0,45.0,1.1,2945.639892578125,107.36,13.039999961853027,False,2019-04-29,107.36,False
2019-05-24,2019-05-20,2785.0,2740.0,45.0,4.6000000000000005,2826.06005859375,457.36000000000007,15.880000114440918,False,2019-05-20,457.36000000000007,False
2019-05-31,2019-05-28,2750.0,2705.0,45.0,1.1,2752.06005859375,107.36,16.549999237060547,False,2019-05-28,-645.28,True
2019-06-07,2019-06-03,2675.0,2630.0,45.0,3.5500000000000003,2873.340087890625,352.36,19.40999984741211,False,2019-06-03,352.36,False
2019-06-14,2019-06-10,2790.0,2740.0,50.0,0.7500000000000001,2886.97998046875,72.36000000000001,16.299999237060547,False,2019-06-10,72.36000000000001,False
2019-06-21,2019-06-17,2810.0,2760.0,50.0,1.3,2950.4599609375,127.36,15.649999618530272,False,2019-06-17,127.36,False
2019-06-28,2019-06-24,2875.0,2825.0,50.0,1.3000000000000005,2941.760009765625,127.36000000000004,15.460000038146973,False,2019-06-24,127.36000000000004,False
2019-07-05,2019-07-01,2865.0,2820.0,45.0,0.1999999999999999,2990.409912109375,17.359999999999996,13.850000381469728,False,2019-07-01,17.359999999999996,False
2019-07-12,2019-07-08,2915.0,2870.0,45.0,1.5499999999999998,3013.77001953125,152.36,13.729999542236328,False,2019-07-08,152.36,False
2019-07-19,2019-07-15,2940.0,2895.0,45.0,0.5,2976.610107421875,47.36,12.579999923706056,False,2019-07-15,47.36,False
2019-07-26,2019-07-22,2905.0,2865.0,40.0,0.95,3025.860107421875,92.36,14.550000190734863,False,2019-07-22,92.36,False
2019-08-02,2019-07-29,2955.0,2915.0,40.0,2.25,2932.050048828125,-2072.6351171875,12.149999618530272,False,2019-07-29,-870.28,True
2019-08-16,2019-08-12,2845.0,2795.0,50.0,6.7,2888.679931640625,667.36,17.8700008392334,False,2019-08-12,-1025.28,True
2019-08-23,2019-08-19,2810.0,2760.0,50.0,1.2,2847.110107421875,117.36,17.93000030517578,False,2019-08-19,117.36,False
2019-08-30,2019-08-26,2765.0,2720.0,45.0,3.05,2926.4599609375,302.36,20.34000015258789,False,2019-08-26,302.36,False
2019-09-06,2019-09-03,2845.0,2795.0,50.0,3.7,2978.7099609375,367.36,20.959999084472656,False,2019-09-03,367.36,False
2019-09-13,2019-09-09,2895.0,2845.0,50.0,0.8499999999999999,3007.389892578125,82.35999999999999,15.260000228881836,False,2019-09-09,82.35999999999999,False
2019-09-20,2019-09-16,2925.0,2875.0,50.0,1.75,2992.070068359375,172.36,14.890000343322754,False,2019-09-16,172.36,False
2019-09-27,2019-09-23,2915.0,2865.0,50.0,1.7000000000000002,2961.7900390625,167.36000000000004,15.350000381469728,False,2019-09-23,167.36000000000004,False
2019-10-04,2019-09-30,2885.0,2840.0,45.0,1.65,2952.010009765625,162.36,17.229999542236328,False,2019-09-30,-1150.28,True
2019-10-11,2019-10-07,2870.0,2820.0,50.0,4.6,2970.27001953125,457.36,18.270000457763672,False,2019-10-07,457.36,False
2019-10-18,2019-10-14,2890.0,2835.0,55.0,2.15,2986.199951171875,212.36,15.65999984741211,False,2019-10-14,212.36,False
2019-10-25,2019-10-21,2905.0,2855.0,50.0,0.5,3022.550048828125,47.36,14.239999771118164,False,2019-10-21,47.36,False
2019-11-01,2019-10-28,2945.0,2900.0,45.0,0.3999999999999999,3066.909912109375,37.36,13.010000228881836,False,2019-10-28,37.36,False
2019-11-08,2019-11-04,2990.0,2945.0,45.0,0.35,3093.080078125,32.36,12.68000030517578,False,2019-11-04,32.36,False
2019-11-15,2019-11-11,3020.0,2975.0,45.0,1.0,3120.4599609375,97.36,13.149999618530272,False,2019-11-11,97.36,False
2019-11-22,2019-11-18,3050.0,3010.0,40.0,1.25,3110.2900390625,122.36,12.390000343322754,False,2019-11-18,122.36,False
2019-11-29,2019-11-25,3045.0,3000.0,45.0,0.2,3140.97998046875,17.360000000000007,12.510000228881836,False,2019-11-25,17.360000000000007,False
2019-12-06,2019-12-02,3075.0,3035.0,40.0,2.25,3145.91,222.36,12.69,False,2019-12-02,-1160.28,True
2019-12-13,2019-12-09,3080.0,3040.0,40.0,1.65,3168.8,162.36,14.25,False,2019-12-09,162.36,False
2019-12-20,2019-12-16,3105.0,3060.0,45.0,0.5499999999999998,3221.22,52.35999999999999,12.47,False,2019-12-16,52.35999999999999,False
2019-12-27,2019-12-23,3155.0,3115.0,40.0,0.4,3240.02,37.36,12.81,False,2019-12-23,37.36,False
2020-01-03,2019-12-30,3175.0,3140.0,35.0,2.2,3234.85,217.36000000000004,13.74,False,2019-12-30,217.36000000000004,False
2020-01-17,2020-01-13,3205.0,3165.0,40.0,1.2500000000000002,3329.62,122.36000000000004,12.84,False,2020-01-13,122.36000000000004,False
2020-01-24,2020-01-21,3265.0,3230.0,35.0,1.05,3295.47,102.36,13.23,False,2020-01-21,102.36,False
2020-02-07,2020-02-03,3160.0,3125.0,35.0,1.6,3327.71,157.36,18.64,False,2020-02-03,157.36,False
2020-02-14,2020-02-10,3260.0,3220.0,40.0,2.45,3380.16,242.36000000000004,15.88,False,2020-02-10,242.36000000000004,False
2020-02-21,2020-02-18,3315.0,3270.0,45.0,2.1,3337.75,207.36,14.98,False,2020-02-18,207.36,False
2020-03-06,2020-03-02,2855.0,2800.0,55.0,5.900000000000002,2972.37,587.3600000000002,38.54,False,2020-03-02,587.3600000000002,False
2020-04-03,2020-03-30,2365.0,2255.0,110.0,12.7,2488.65,1267.36,66.3,False,2020-03-30,1267.36,False
2020-04-10,2020-04-06,2310.0,2200.0,110.0,1.4,2789.82,137.36,44.17,False,2020-04-06,137.36,False
2020-04-17,2020-04-13,2600.0,2485.0,115.0,10.9,2874.56,1087.3599999999997,44.6,False,2020-04-13,1087.3599999999997,False
2020-04-24,2020-04-20,2690.0,2575.0,115.0,9.1,2836.74,907.36,40.68,False,2020-04-20,907.36,False
2020-05-01,2020-04-27,2650.0,2535.0,115.0,1.2999999999999998,2830.71,127.35999999999996,36.29,False,2020-04-27,127.35999999999996,False
2020-05-08,2020-05-04,2650.0,2535.0,115.0,5.6,2929.8,557.36,39.13,False,2020-05-04,557.36,False
2020-05-15,2020-05-11,2750.0,2640.0,110.0,2.9,2863.7,287.36,28.46,False,2020-05-11,287.36,False
2020-05-22,2020-05-18,2685.0,2575.0,110.0,0.65,2955.45,62.36,30.71,False,2020-05-18,62.36,False
2020-05-29,2020-05-26,2780.0,2675.0,105.0,0.25,3044.31,22.36,27.72,False,2020-05-26,22.36,False
2020-06-05,2020-06-01,2875.0,2770.0,105.0,2.95,3193.93,292.36,28.94,False,2020-06-01,292.36,False
2020-06-12,2020-06-08,3025.0,2915.0,110.0,1.3,3041.31,127.36,25.56,False,2020-06-08,-1645.2799999999997,True
2020-06-26,2020-06-22,2920.0,2810.0,110.0,4.05,3009.05,402.36,35.22,False,2020-06-22,402.36,False
2020-07-03,2020-06-29,2835.0,2725.0,110.0,2.95,3130.01,292.36,35.05,False,2020-06-29,292.36,False
2020-07-10,2020-07-06,2955.0,2845.0,110.0,0.7499999999999999,3185.04,72.35999999999999,27.76,False,2020-07-06,72.35999999999999,False
2020-07-17,2020-07-13,3020.0,2915.0,105.0,1.6,3224.73,157.36,27.85,False,2020-07-13,157.36,False
2020-07-24,2020-07-20,3060.0,2960.0,100.0,1.7000000000000002,3215.63,167.36000000000004,26.94,False,2020-07-20,167.36000000000004,False
2020-07-31,2020-07-27,3060.0,2960.0,100.0,1.45,3271.12,142.36,26.6,False,2020-07-27,142.36,False
2020-08-07,2020-08-03,3120.0,3025.0,95.0,1.3000000000000005,3351.28,127.36000000000004,25.75,False,2020-08-03,127.36000000000004,False
2020-08-14,2020-08-10,3205.0,3115.0,90.0,1.2000000000000002,3372.85,117.36,22.88,False,2020-08-10,117.36,False
2020-08-21,2020-08-17,3235.0,3145.0,90.0,0.9,3397.16,87.36,22.52,False,2020-08-17,87.36,False
2020-08-28,2020-08-24,3265.0,3180.0,85.0,0.85,3508.01,82.36,22.87,False,2020-08-24,82.36,False
2020-09-04,2020-08-31,3375.0,3295.0,80.0,2.15,3426.96,212.36,23.91,False,2020-08-31,-1680.2800000000004,True
2020-09-18,2020-09-14,3205.0,3120.0,85.0,2.05,3319.47,202.36,25.86,False,2020-09-14,202.36,False
2020-10-02,2020-09-28,3160.0,3080.0,80.0,2.0,3348.42,197.36,27.15,False,2020-09-28,197.36,False
2020-10-09,2020-10-05,3215.0,3135.0,80.0,2.05,3477.14,202.36,29.52,False,2020-10-05,202.36,False
2020-10-16,2020-10-12,3345.0,3260.0,85.0,1.1,3483.81,107.36,25.65,False,2020-10-12,107.36,False
2020-10-23,2020-10-19,3350.0,3270.0,80.0,2.25,3465.39,222.36,27.36,False,2020-10-19,222.36,False
2020-10-30,2020-10-26,3335.0,3260.0,75.0,5.699999999999999,3269.96,-5936.639999999997,29.38,False,2020-10-26,564.7199999999999,True
2020-11-06,2020-11-02,3135.0,3050.0,85.0,6.0,3509.44,597.36,38.57,False,2020-11-02,597.36,False
2020-11-13,2020-11-09,3365.0,3275.0,90.0,0.8999999999999999,3585.15,87.35999999999999,24.8,False,2020-11-09,87.35999999999999,False
2020-11-20,2020-11-16,3440.0,3350.0,90.0,1.75,3557.54,172.36,23.66,False,2020-11-16,172.36,False
2020-11-27,2020-11-23,3420.0,3330.0,90.0,0.6000000000000001,3638.35,57.36000000000001,23.66,False,2020-11-23,57.36000000000001,False
2020-12-04,2020-11-30,3500.0,3420.0,80.0,2.85,3699.12,282.36,22.64,False,2020-11-30,282.36,False
2020-12-11,2020-12-07,3565.0,3480.0,85.0,1.7,3663.46,167.36,22.04,False,2020-12-07,167.36,False
2020-12-18,2020-12-14,3535.0,3455.0,80.0,1.15,3709.41,112.36,22.67,False,2020-12-14,112.36,False
2020-12-25,2020-12-21,3585.0,3505.0,80.0,7.500000000000001,3703.06,747.3600000000001,24.25,False,2020-12-21,747.3600000000001,False
2021-01-01,2020-12-28,3580.0,3505.0,75.0,0.6499999999999999,3756.07,62.35999999999999,22.11,False,2020-12-28,62.35999999999999,False
2021-01-08,2021-01-04,3640.0,3565.0,75.0,5.4,3824.68,537.36,23.04,False,2021-01-04,537.36,False
2021-01-15,2021-01-11,3705.0,3630.0,75.0,5.1000000000000005,3768.25,507.36000000000007,23.31,False,2021-01-11,507.36000000000007,False
2021-01-22,2021-01-19,3650.0,3575.0,75.0,2.15,3841.47,212.36,23.03,False,2021-01-19,212.36,False
2021-01-29,2021-01-25,3725.0,3655.0,70.0,2.7,3714.24,-808.6400000000219,22.31,False,2021-01-25,-1655.2799999999995,True
2021-02-05,2021-02-01,3595.0,3520.0,75.0,6.9,3886.83,687.36,31.45,False,2021-02-01,687.36,False
2021-02-12,2021-02-08,3760.0,3685.0,75.0,1.3,3934.83,127.36,21.89,False,2021-02-08,127.36,False
2021-02-19,2021-02-16,3815.0,3740.0,75.0,1.45,3906.71,142.36,21.13,False,2021-02-16,142.36,False
2021-02-26,2021-02-22,3790.0,3720.0,70.0,5.1000000000000005,3811.15,507.36000000000007,24.46,False,2021-02-22,-1185.2799999999997,True
2021-03-05,2021-03-01,3695.0,3620.0,75.0,2.65,3841.94,262.36,25.2,False,2021-03-01,262.36,False
2021-03-12,2021-03-08,3720.0,3645.0,75.0,7.1,3943.34,707.36,27.61,False,2021-03-08,707.36,False
2021-03-19,2021-03-15,3820.0,3745.0,75.0,3.05,3913.1,302.36,21.84,False,2021-03-15,302.36,False
2021-03-26,2021-03-22,3790.0,3715.0,75.0,2.1500000000000004,3974.54,212.36000000000004,21.91,False,2021-03-22,212.36000000000004,False
2021-04-02,2021-03-29,3850.0,3775.0,75.0,3.4,4019.87,337.36,20.4,False,2021-03-29,337.36,False
2021-04-09,2021-04-05,3900.0,3825.0,75.0,0.7,4128.8,67.36,18.16,False,2021-04-05,67.36,False
2021-04-16,2021-04-12,4010.0,3935.0,75.0,1.8,4185.47,177.36,17.43,False,2021-04-12,177.36,False
2021-04-23,2021-04-19,4070.0,4000.0,70.0,1.8000000000000005,4180.17,177.36000000000004,17.04,False,2021-04-19,177.36000000000004,False
2021-04-30,2021-04-26,4070.0,4000.0,70.0,1.95,4181.17,192.36,17.94,False,2021-04-26,192.36,False
2021-05-07,2021-05-03,4075.0,4005.0,70.0,1.15,4232.6,112.36,18.65,False,2021-05-03,112.36,False
2021-05-14,2021-05-10,4125.0,4060.0,65.0,2.4,4173.85,237.36,17.34,False,2021-05-10,-1615.2800000000004,True
2021-05-21,2021-05-17,4060.0,3990.0,70.0,5.7,4155.86,567.36,19.89,False,2021-05-17,-1385.28,True
2021-05-28,2021-05-24,4040.0,3970.0,70.0,1.75,4204.11,172.36,20.5,False,2021-05-24,172.36,False
2021-06-04,2021-06-01,4095.0,4025.0,70.0,0.95,4229.89,92.36,17.24,False,2021-06-01,92.36,False
2021-06-11,2021-06-07,4125.0,4055.0,70.0,1.6,4247.44,157.36,17.34,False,2021-06-07,157.36,False
2021-06-18,2021-06-14,4145.0,4080.0,65.0,2.0,4166.45,197.36,16.04,False,2021-06-14,197.36,False
2021-06-25,2021-06-21,4065.0,4000.0,65.0,2.8,4280.7,277.36,21.74,False,2021-06-21,277.36,False
2021-07-02,2021-06-28,4180.0,4115.0,65.0,1.1999999999999995,4352.34,117.35999999999996,16.07,False,2021-06-28,117.35999999999996,False
2021-07-09,2021-07-06,4250.0,4190.0,60.0,0.95,4369.55,92.36,15.77,False,2021-07-06,92.36,False
2021-07-16,2021-07-12,4270.0,4210.0,60.0,2.1000000000000005,4327.16,207.36000000000007,16.85,False,2021-07-12,207.36000000000007,False
2021-07-30,2021-07-26,4310.0,4245.0,65.0,2.7,4395.26,267.36,18.67,False,2021-07-26,267.36,False
2021-08-06,2021-08-02,4295.0,4230.0,65.0,1.7499999999999998,4436.52,172.36,18.16,False,2021-08-02,172.36,False
2021-08-13,2021-08-09,4340.0,4275.0,65.0,2.25,4468.0,222.36,17.12,False,2021-08-09,222.36,False
2021-08-20,2021-08-16,4375.0,4315.0,60.0,3.4,4441.67,337.36,17.05,False,2021-08-16,334.72,True
2021-08-27,2021-08-23,4345.0,4285.0,60.0,1.35,4509.37,132.36,18.83,False,2021-08-23,132.36,False
2021-09-03,2021-08-30,4415.0,4355.0,60.0,1.3,4535.43,127.36,16.77,False,2021-08-30,127.36,False
2021-09-10,2021-09-07,4445.0,4390.0,55.0,1.95,4458.58,192.36,16.94,False,2021-09-07,192.36,False
2021-09-17,2021-09-13,4370.0,4315.0,55.0,3.1999999999999997,4432.99,317.36,19.64,False,2021-09-13,317.36,False
2021-10-01,2021-09-27,4365.0,4305.0,60.0,4.4,4357.04,-358.6400000000037,17.78,False,2021-09-27,-1375.2799999999997,True
