date,open,high,low,close,atr_prev,prev_close
2011-01-14,1270.8399658203125,1293.239990234375,1262.1800537109375,1293.239990234375,20.550048828125,1271.5
2011-01-21,1293.219970703125,1296.06005859375,1271.260009765625,1283.3499755859375,21.300755092075892,1293.239990234375
2011-01-28,1283.2900390625,1302.6700439453125,1275.0999755859375,1276.3399658203125,21.55070464465083,1283.3499755859375
2011-02-04,1276.5,1311.0,1276.5,1310.8699951171875,21.980659195702557,1276.3399658203125
2011-02-11,1311.8499755859375,1330.7900390625,1311.739990234375,1329.1500244140625,22.886328837415768,1310.8699951171875
2011-02-18,1328.72998046875,1344.0699462890625,1324.6099853515625,1343.010009765625,22.674451345122677,1329.1500244140625
2011-02-25,1338.9100341796875,1338.9100341796875,1294.260009765625,1319.8800048828125,22.44484488743534,1343.010009765625
2011-03-04,1321.6099853515625,1332.280029296875,1302.5799560546875,1321.1500244140625,24.323784538332816,1319.8800048828125
2011-03-11,1322.719970703125,1327.6800537109375,1291.989990234375,1304.280029296875,24.707805160036724,1321.1500244140625
2011-03-18,1301.18994140625,1301.18994140625,1249.050048828125,1279.2099609375,25.492252182645707,1304.280029296875
2011-03-25,1281.6500244140625,1319.1800537109375,1281.6500244140625,1313.800048828125,27.61637563165316,1279.2099609375
2011-04-01,1315.449951171875,1337.8499755859375,1305.260009765625,1332.4100341796875,28.49878399892347,1313.800048828125
2011-04-08,1333.56005859375,1339.4599609375,1322.93994140625,1328.1700439453125,28.79101127187983,1332.4100341796875
2011-04-15,1329.010009765625,1333.77001953125,1302.4200439453125,1319.6800537109375,27.914511861834843,1328.1700439453125
2011-04-22,1313.3499755859375,1337.489990234375,1294.699951171875,1337.3800048828125,28.159902127842177,1319.6800537109375
2011-04-29,1337.1400146484375,1364.56005859375,1331.469970703125,1363.6099853515625,29.204911908889166,1337.3800048828125
2011-05-06,1365.2099609375,1370.5799560546875,1329.1700439453125,1340.199951171875,29.482424479013154,1363.6099853515625
2011-05-13,1340.199951171875,1359.43994140625,1332.030029296875,1337.77001953125,30.334387881181858,1340.199951171875
2011-05-20,1334.77001953125,1346.8199462890625,1318.510009765625,1333.27001953125,30.125496754624226,1337.77001953125
2011-05-27,1333.0699462890625,1334.6199951171875,1311.800048828125,1331.0999755859375,29.99581388096803,1333.27001953125
2011-06-03,1331.0999755859375,1345.199951171875,1297.9000244140625,1300.1600341796875,29.483251910117637,1331.0999755859375
2011-06-10,1300.260009765625,1300.260009765625,1268.280029296875,1270.97998046875,30.755871542095843,1300.1600341796875
2011-06-17,1271.31005859375,1292.5,1258.0699462890625,1271.5,30.84330789399971,1270.97998046875
2011-06-24,1271.5,1298.6099853515625,1262.8699951171875,1268.449951171875,31.099504023780984,1271.5
2011-07-01,1268.43994140625,1341.010009765625,1267.530029296875,1339.6700439453125,31.4309673245377,1268.449951171875
2011-07-08,1339.5899658203125,1356.47998046875,1330.9200439453125,1343.800048828125,34.43446826341001,1339.6700439453125
2011-07-15,1343.31005859375,1343.31005859375,1306.510009765625,1316.1400146484375,33.80057313912626,1343.800048828125
2011-07-22,1315.93994140625,1347.0,1295.9200439453125,1345.02001953125,34.04982070508153,1316.1400146484375
2011-07-29,1344.3199462890625,1344.3199462890625,1282.8599853515625,1292.280029296875,35.2662589443391,1345.02001953125
2011-08-05,1292.5899658203125,1307.3800048828125,1168.0899658203125,1199.3800048828125,37.18724288972113,1292.280029296875
2011-08-12,1198.47998046875,1198.47998046875,1101.5400390625,1178.81005859375,44.48029975920533,1199.3800048828125
2011-08-19,1178.8599853515625,1208.469970703125,1122.050048828125,1123.530029296875,48.291704477855845,1178.81005859375
2011-08-26,1123.550048828125,1190.6800537109375,1121.0899658203125,1176.800048828125,51.01514857765186,1123.530029296875
2011-09-02,1177.9100341796875,1230.7099609375,1170.56005859375,1173.969970703125,52.34192995714994,1176.800048828125
2011-09-09,1173.969970703125,1204.4000244140625,1140.1300048828125,1154.22998046875,52.89964227047851,1173.969970703125
2011-09-16,1153.5,1220.06005859375,1136.0699462890625,1216.010009765625,53.71181207481933,1154.22998046875
2011-09-23,1214.989990234375,1220.3900146484375,1114.219970703125,1136.4300537109375,55.874547805524195,1216.010009765625
2011-09-30,1136.9100341796875,1195.8599853515625,1131.0699462890625,1131.4200439453125,59.4670832440805,1136.4300537109375
2011-10-07,1131.2099609375,1171.4000244140625,1074.77001953125,1155.4599609375,59.84729437396761,1131.4200439453125
2011-10-14,1158.1500244140625,1224.6099853515625,1158.1500244140625,1224.5799560546875,62.474630838885105,1155.4599609375
2011-10-21,1224.469970703125,1239.030029296875,1191.47998046875,1238.25,62.95144466568349,1224.5799560546875
2011-10-28,1238.719970703125,1292.6600341796875,1221.06005859375,1285.0899658203125,61.85134496300074,1238.25
2011-11-04,1284.9599609375,1284.9599609375,1215.4200439453125,1253.22998046875,62.547675721781935,1285.0899658203125
2011-11-11,1253.2099609375,1277.550048828125,1226.6400146484375,1263.8499755859375,63.05640758986895,1253.22998046875
2011-11-18,1263.8499755859375,1264.25,1209.4300537109375,1215.6500244140625,62.1888094891417,1263.8499755859375
2011-11-25,1215.6199951171875,1215.6199951171875,1158.6600341796875,1158.6700439453125,61.66246211770747,1215.6500244140625
2011-12-02,1158.6700439453125,1260.0799560546875,1158.6700439453125,1244.280029296875,61.328714126040865,1158.6700439453125
2011-12-09,1244.3299560546875,1267.06005859375,1231.469970703125,1255.18994140625,64.19165683913616,1244.280029296875
2011-12-16,1255.050048828125,1255.050048828125,1209.469970703125,1219.6600341796875,62.14868762852822,1255.18994140625
2011-12-23,1219.739990234375,1265.4200439453125,1202.3699951171875,1265.3299560546875,60.975207848142276,1219.6600341796875
2011-12-30,1265.02001953125,1269.3699951171875,1248.6400146484375,1257.5999755859375,61.1234107752839,1265.3299560546875
2012-01-06,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.81005859375,58.23816575338862,1257.5999755859375
2012-01-13,1277.8299560546875,1296.8199462890625,1274.550048828125,1289.0899658203125,56.008298166093006,1277.81005859375
2012-01-20,1290.219970703125,1315.489990234375,1290.219970703125,1315.3800048828125,53.59841240143904,1289.0899658203125
2012-01-27,1315.2900390625,1333.469970703125,1306.06005859375,1316.3299560546875,51.655670402340725,1315.3800048828125
2012-02-03,1316.1600341796875,1345.3399658203125,1300.489990234375,1344.9000244140625,49.92383052427174,1316.3299560546875
2012-02-10,1344.3199462890625,1354.3199462890625,1335.9200439453125,1342.6400146484375,49.56141231439072,1344.9000244140625
2012-02-17,1343.06005859375,1363.4000244140625,1340.800048828125,1361.22998046875,47.33559017363067,1342.6400146484375
2012-02-24,1361.219970703125,1368.9200439453125,1352.280029296875,1365.739990234375,45.568760560224014,1361.22998046875
2012-03-02,1365.199951171875,1378.0400390625,1354.9200439453125,1369.6300048828125,43.50242156652498,1365.739990234375
2012-03-09,1369.5899658203125,1374.760009765625,1340.030029296875,1370.8699951171875,42.046533963000876,1369.6300048828125
2012-03-16,1370.780029296875,1405.8800048828125,1366.68994140625,1404.1700439453125,41.523922999125816,1370.8699951171875
2012-03-23,1404.1700439453125,1414.0,1386.8699951171875,1397.1099853515625,41.35721874751415,1404.1700439453125
2012-03-30,1397.1099853515625,1419.1500244140625,1391.56005859375,1408.469970703125,40.34098918574975,1397.1099853515625
2012-04-06,1408.469970703125,1422.3800048828125,1392.9200439453125,1398.0799560546875,39.43020180250423,1408.469970703125
2012-04-13,1397.449951171875,1397.449951171875,1357.3800048828125,1370.260009765625,38.71804174071821,1398.0799560546875
