date,open,high,low,close
2011-05-25,2299.489990234375,2321.510009765625,2298.719970703125,2310.949951171875
2011-05-26,2306.43994140625,2332.02001953125,2306.110107421875,2325.929931640625
2011-05-27,2328.64990234375,2339.10009765625,2327.320068359375,2336.090087890625
2011-05-31,2359.050048828125,2372.5400390625,2347.22998046875,2372.5400390625
2011-06-01,2368.2900390625,2373.820068359375,2321.0,2322.47998046875
2011-06-02,2325.56005859375,2335.659912109375,2314.68994140625,2326.699951171875
2011-06-03,2301.39990234375,2317.929931640625,2289.409912109375,2292.31005859375
2011-06-06,2288.610107421875,2299.39990234375,2273.239990234375,2274.47998046875
2011-06-07,2279.550048828125,2288.760009765625,2268.06005859375,2268.9599609375
2011-06-08,2264.39990234375,2268.0,2246.6201171875,2252.889892578125
2011-06-09,2253.22998046875,2267.760009765625,2246.489990234375,2256.64990234375
2011-06-10,2249.39990234375,2250.889892578125,2220.830078125,2221.090087890625
2011-06-13,2225.2099609375,2234.219970703125,2214.3701171875,2222.280029296875
2011-06-14,2240.389892578125,2256.4599609375,2240.389892578125,2250.340087890625
2011-06-15,2229.81005859375,2243.219970703125,2204.14990234375,2209.010009765625
2011-06-16,2209.75,2216.739990234375,2180.93994140625,2199.929931640625
2011-06-17,2220.0400390625,2222.510009765625,2186.780029296875,2192.9599609375
2011-06-20,2187.2099609375,2210.639892578125,2186.77001953125,2204.360107421875
2011-06-21,2210.969970703125,2253.27001953125,2203.7099609375,2251.820068359375
2011-06-22,2243.2099609375,2254.639892578125,2234.830078125,2235.75
2011-06-23,2210.489990234375,2256.699951171875,2204.469970703125,2255.050048828125
2011-06-24,2245.489990234375,2246.9599609375,2213.10009765625,2217.06005859375
2011-06-27,2217.6298828125,2263.2099609375,2215.139892578125,2252.239990234375
2011-06-28,2256.52001953125,2286.919921875,2254.93994140625,2285.75
2011-06-29,2290.5,2299.320068359375,2278.85009765625,2294.429931640625
2011-06-30,2303.0,2327.360107421875,2302.669921875,2325.070068359375
2011-07-01,2326.159912109375,2363.360107421875,2320.570068359375,2361.389892578125
2011-07-05,2363.080078125,2374.409912109375,2357.31005859375,2371.2099609375
2011-07-06,2368.75,2383.77001953125,2361.469970703125,2378.580078125
2011-07-07,2396.639892578125,2418.989990234375,2394.550048828125,2412.889892578125
2011-07-08,2390.159912109375,2405.919921875,2379.139892578125,2405.889892578125
2011-07-11,2380.56005859375,2392.090087890625,2354.1201171875,2362.0
2011-07-12,2362.18994140625,2366.35009765625,2342.1298828125,2343.7900390625
2011-07-13,2360.429931640625,2377.340087890625,2345.800048828125,2352.429931640625
2011-07-14,2358.889892578125,2370.719970703125,2318.199951171875,2325.06005859375
2011-07-15,2351.81005859375,2357.360107421875,2336.1298828125,2356.669921875
2011-07-18,2346.530029296875,2354.56005859375,2322.6201171875,2344.010009765625
2011-07-19,2367.81005859375,2400.580078125,2367.81005859375,2398.169921875
2011-07-20,2411.7099609375,2412.389892578125,2384.5,2387.800048828125
2011-07-21,2389.56005859375,2417.1298828125,2377.820068359375,2404.239990234375
2011-07-22,2403.199951171875,2432.840087890625,2402.06005859375,2429.5
2011-07-25,2408.64990234375,2437.419921875,2406.169921875,2424.14990234375
2011-07-26,2423.159912109375,2438.43994140625,2418.52001953125,2429.449951171875
2011-07-27,2414.360107421875,2416.219970703125,2362.1201171875,2367.159912109375
2011-07-28,2367.43994140625,2401.25,2359.8701171875,2371.77001953125
2011-07-29,2349.300048828125,2388.239990234375,2341.820068359375,2362.81005859375
2011-08-01,2391.419921875,2396.5,2325.169921875,2354.050048828125
2011-08-02,2340.72998046875,2352.47998046875,2291.3701171875,2292.85009765625
2011-08-03,2294.93994140625,2316.72998046875,2254.909912109375,2312.780029296875
2011-08-04,2275.300048828125,2284.300048828125,2207.050048828125,2207.199951171875
2011-08-05,2227.489990234375,2240.679931640625,2131.52001953125,2194.3798828125
2011-08-08,2127.8701171875,2162.780029296875,2060.2900390625,2060.2900390625
2011-08-09,2095.989990234375,2161.75,2034.9200439453125,2160.7900390625
2011-08-10,2110.139892578125,2142.31005859375,2070.239990234375,2073.090087890625
2011-08-11,2108.919921875,2187.47998046875,2091.909912109375,2167.070068359375
2011-08-12,2176.5400390625,2195.25,2154.860107421875,2182.050048828125
2011-08-15,2189.489990234375,2214.1201171875,2180.860107421875,2214.1201171875
2011-08-16,2190.139892578125,2211.89990234375,2165.0400390625,2194.27001953125
2011-08-17,2193.300048828125,2214.260009765625,2158.949951171875,2181.6201171875
2011-08-18,2116.7900390625,2118.610107421875,2055.179931640625,2073.030029296875
2011-08-19,2053.010009765625,2102.8798828125,2035.300048828125,2038.219970703125
2011-08-22,2084.27001953125,2084.830078125,2038.1400146484375,2044.72998046875
2011-08-23,2059.030029296875,2129.27001953125,2050.18994140625,2129.27001953125
2011-08-24,2121.52001953125,2148.219970703125,2105.31005859375,2145.0400390625
2011-08-25,2141.860107421875,2153.7099609375,2102.5,2108.2099609375
2011-08-26,2101.909912109375,2169.409912109375,2082.0400390625,2161.969970703125
2011-08-29,2188.669921875,2224.5,2187.719970703125,2223.9599609375
2011-08-30,2212.070068359375,2250.10009765625,2202.449951171875,2237.68994140625
2011-08-31,2248.18994140625,2268.070068359375,2222.47998046875,2241.010009765625
2011-09-01,2245.010009765625,2263.93994140625,2217.02001953125,2219.050048828125
2011-09-02,2178.110107421875,2189.760009765625,2156.989990234375,2167.830078125
2011-09-06,2116.47998046875,2171.389892578125,2112.840087890625,2167.60009765625
2011-09-07,2198.610107421875,2223.800048828125,2193.830078125,2223.75
2011-09-08,2212.7099609375,2244.510009765625,2206.7900390625,2214.2900390625
2011-09-09,2197.719970703125,2206.489990234375,2151.35009765625,2163.659912109375
2011-09-12,2145.780029296875,2192.280029296875,2139.580078125,2191.840087890625
2011-09-13,2197.659912109375,2225.39990234375,2189.830078125,2220.580078125
2011-09-14,2233.659912109375,2277.919921875,2210.6298828125,2252.75
2011-09-15,2273.219970703125,2289.68994140625,2254.469970703125,2286.56005859375
2011-09-16,2284.280029296875,2308.9599609375,2283.429931640625,2306.090087890625
2011-09-19,2277.639892578125,2319.72998046875,2260.239990234375,2308.760009765625
2011-09-20,2318.550048828125,2337.699951171875,2293.06005859375,2295.889892578125
2011-09-21,2308.409912109375,2321.219970703125,2257.550048828125,2258.300048828125
2011-09-22,2196.6298828125,2219.719970703125,2151.47998046875,2184.590087890625
2011-09-23,2165.75,2216.75,2165.6201171875,2206.860107421875
2011-09-26,2216.659912109375,2237.1298828125,2170.139892578125,2234.280029296875
2011-09-27,2270.68994140625,2290.7099609375,2241.75,2253.550048828125
2011-09-28,2266.2900390625,2281.090087890625,2218.77001953125,2220.840087890625
2011-09-29,2255.550048828125,2258.9599609375,2160.199951171875,2197.679931640625
2011-09-30,2167.239990234375,2185.610107421875,2139.169921875,2139.179931640625
2011-10-03,2128.02001953125,2153.949951171875,2084.300048828125,2085.0400390625
2011-10-04,2064.010009765625,2131.31005859375,2042.9000244140625,2129.2099609375
2011-10-05,2121.030029296875,2187.56005859375,2106.6201171875,2182.77001953125
2011-10-06,2181.580078125,2218.300048828125,2169.570068359375,2217.989990234375
2011-10-07,2217.510009765625,2227.3798828125,2190.260009765625,2202.760009765625
2011-10-10,2241.169921875,2278.739990234375,2237.47998046875,2278.64990234375
2011-10-11,2272.639892578125,2300.699951171875,2269.5400390625,2294.919921875
2011-10-12,2316.760009765625,2331.909912109375,2305.31005859375,2307.179931640625
2011-10-13,2300.860107421875,2330.639892578125,2299.72998046875,2326.8798828125
2011-10-14,2360.0,2371.93994140625,2344.739990234375,2371.93994140625
2011-10-17,2359.530029296875,2367.2099609375,2322.530029296875,2334.3798828125
2011-10-18,2331.97998046875,2375.260009765625,2309.8798828125,2364.8701171875
2011-10-19,2348.52001953125,2357.550048828125,2310.64990234375,2316.81005859375
2011-10-20,2317.340087890625,2317.340087890625,2274.489990234375,2306.2900390625
2011-10-21,2332.2099609375,2349.7900390625,2314.77001953125,2335.929931640625
2011-10-24,2341.7099609375,2389.909912109375,2341.14990234375,2384.419921875
2011-10-25,2375.489990234375,2375.530029296875,2332.179931640625,2335.8701171875
2011-10-26,2349.85009765625,2355.02001953125,2291.780029296875,2334.7900390625
2011-10-27,2390.68994140625,2412.52001953125,2365.909912109375,2399.830078125
2011-10-28,2386.02001953125,2404.800048828125,2384.969970703125,2401.2900390625
2011-10-31,2376.989990234375,2389.2900390625,2359.85009765625,2360.080078125
2011-11-01,2301.110107421875,2321.360107421875,2287.739990234375,2298.3701171875
2011-11-02,2321.89990234375,2329.06005859375,2298.7099609375,2318.320068359375
2011-11-03,2340.139892578125,2369.77001953125,2311.199951171875,2367.7099609375
2011-11-04,2353.510009765625,2364.3701171875,2331.4599609375,2356.320068359375
2011-11-07,2353.820068359375,2372.719970703125,2329.679931640625,2371.0400390625
2011-11-08,2386.18994140625,2402.510009765625,2362.22998046875,2400.010009765625
2011-11-09,2346.739990234375,2354.89990234375,2307.780029296875,2314.10009765625
2011-11-10,2338.60009765625,2338.909912109375,2290.530029296875,2312.070068359375
2011-11-11,2336.43994140625,2363.1201171875,2330.6298828125,2355.780029296875
2011-11-14,2350.909912109375,2362.4599609375,2333.550048828125,2341.320068359375
2011-11-15,2334.239990234375,2375.10009765625,2331.75,2366.239990234375
2011-11-16,2345.27001953125,2365.1298828125,2322.050048828125,2324.3701171875
2011-11-17,2320.639892578125,2320.81005859375,2257.919921875,2272.090087890625
2011-11-18,2273.639892578125,2274.6201171875,2250.93994140625,2253.949951171875
2011-11-21,2219.8798828125,2225.5400390625,2188.139892578125,2211.139892578125
2011-11-22,2205.31005859375,2224.0400390625,2191.8701171875,2216.330078125
2011-11-23,2199.4599609375,2203.139892578125,2166.5400390625,2166.5400390625
2011-11-25,2159.93994140625,2182.280029296875,2150.7099609375,2150.8798828125
2011-11-28,2207.679931640625,2227.81005859375,2206.68994140625,2224.219970703125
2011-11-29,2225.1201171875,2240.6298828125,2205.77001953125,2211.389892578125
2011-11-30,2270.280029296875,2295.35009765625,2264.719970703125,2295.199951171875
2011-12-01,2294.27001953125,2314.89990234375,2292.260009765625,2309.199951171875
2011-12-02,2327.8701171875,2331.1201171875,2301.25,2302.0400390625
2011-12-05,2336.550048828125,2343.10009765625,2315.179931640625,2326.949951171875
2011-12-06,2327.64990234375,2335.7900390625,2313.989990234375,2321.489990234375
2011-12-07,2312.550048828125,2331.72998046875,2292.14990234375,2320.5400390625
2011-12-08,2309.530029296875,2324.0400390625,2278.419921875,2282.590087890625
2011-12-09,2287.27001953125,2325.639892578125,2287.27001953125,2318.679931640625
2011-12-12,2295.429931640625,2295.530029296875,2274.14990234375,2292.239990234375
2011-12-13,2308.2900390625,2316.89990234375,2258.7099609375,2268.3701171875
2011-12-14,2259.840087890625,2260.52001953125,2219.679931640625,2233.030029296875
2011-12-15,2253.139892578125,2253.2099609375,2223.52001953125,2226.7099609375
2011-12-16,2238.590087890625,2267.550048828125,2234.300048828125,2238.179931640625
2011-12-19,2244.3701171875,2250.27001953125,2209.570068359375,2215.27001953125
2011-12-20,2253.18994140625,2283.449951171875,2252.570068359375,2281.93994140625
2011-12-21,2265.89990234375,2267.010009765625,2222.679931640625,2249.030029296875
2011-12-22,2254.679931640625,2268.590087890625,2251.31005859375,2266.77001953125
2011-12-23,2274.35009765625,2287.9599609375,2268.239990234375,2287.570068359375
2011-12-27,2284.2900390625,2301.300048828125,2281.860107421875,2293.1201171875
2011-12-28,2294.969970703125,2295.169921875,2262.219970703125,2267.080078125
2011-12-29,2272.56005859375,2285.719970703125,2264.889892578125,2285.070068359375
2011-12-30,2281.909912109375,2289.1201171875,2277.77001953125,2277.830078125
2012-01-03,2323.159912109375,2332.239990234375,2315.280029296875,2321.9599609375
2012-01-04,2316.530029296875,2333.2900390625,2307.56005859375,2329.7099609375
2012-01-05,2326.580078125,2351.449951171875,2317.52001953125,2348.97998046875
2012-01-06,2350.679931640625,2362.580078125,2341.639892578125,2356.169921875
2012-01-09,2362.530029296875,2363.47998046875,2342.340087890625,2350.64990234375
2012-01-10,2374.260009765625,2381.429931640625,2360.97998046875,2367.3798828125
2012-01-11,2363.68994140625,2376.580078125,2357.530029296875,2372.25
2012-01-12,2377.340087890625,2384.260009765625,2359.919921875,2381.989990234375
2012-01-13,2371.419921875,2373.5,2352.760009765625,2371.97998046875
2012-01-17,2396.139892578125,2404.080078125,2385.7900390625,2393.239990234375
2012-01-18,2396.6298828125,2425.9599609375,2395.429931640625,2425.9599609375
2012-01-19,2435.139892578125,2445.590087890625,2433.030029296875,2441.699951171875
2012-01-20,2428.659912109375,2438.25,2428.35009765625,2437.02001953125
2012-01-23,2437.06005859375,2455.219970703125,2424.2900390625,2437.219970703125
2012-01-24,2426.860107421875,2440.199951171875,2423.239990234375,2433.9599609375
2012-01-25,2456.550048828125,2470.580078125,2440.570068359375,2465.659912109375
2012-01-26,2474.050048828125,2479.31005859375,2444.830078125,2454.6298828125
2012-01-27,2450.3798828125,2467.4599609375,2449.830078125,2461.77001953125
2012-01-30,2438.52001953125,2468.570068359375,2433.6298828125,2465.320068359375
2012-01-31,2476.64990234375,2481.510009765625,2453.050048828125,2467.949951171875
2012-02-01,2481.6201171875,2497.31005859375,2474.2900390625,2488.179931640625
2012-02-02,2495.080078125,2504.159912109375,2487.14990234375,2495.830078125
2012-02-03,2518.860107421875,2532.260009765625,2514.989990234375,2529.169921875
2012-02-06,2519.330078125,2528.300048828125,2513.510009765625,2528.300048828125
2012-02-07,2522.7900390625,2537.639892578125,2514.89990234375,2532.06005859375
2012-02-08,2533.47998046875,2545.840087890625,2523.8798828125,2545.719970703125
2012-02-09,2553.6298828125,2567.280029296875,2541.199951171875,2563.929931640625
2012-02-10,2543.860107421875,2553.10009765625,2537.989990234375,2547.320068359375
2012-02-13,2564.929931640625,2572.639892578125,2554.2900390625,2569.489990234375
2012-02-14,2561.60009765625,2575.239990234375,2553.949951171875,2575.239990234375
2012-02-15,2584.949951171875,2600.9599609375,2552.56005859375,2556.010009765625
2012-02-16,2555.550048828125,2594.7099609375,2551.35009765625,2592.2900390625
2012-02-17,2587.219970703125,2593.56005859375,2572.820068359375,2584.239990234375
2012-02-21,2589.2099609375,2601.739990234375,2574.320068359375,2590.239990234375
2012-02-22,2586.320068359375,2593.050048828125,2575.31005859375,2579.780029296875
2012-02-23,2578.909912109375,2598.10009765625,2570.070068359375,2594.929931640625
2012-02-24,2602.659912109375,2609.449951171875,2598.669921875,2604.2099609375
2012-02-27,2589.43994140625,2616.860107421875,2579.6298828125,2606.760009765625
2012-02-28,2610.0400390625,2634.22998046875,2607.5,2633.4599609375
2012-02-29,2638.969970703125,2645.199951171875,2614.47998046875,2623.10009765625
2012-03-01,2634.199951171875,2645.909912109375,2625.419921875,2643.5400390625
2012-03-02,2640.429931640625,2650.0,2633.280029296875,2641.580078125
2012-03-05,2636.60009765625,2642.75,2605.590087890625,2614.919921875
2012-03-06,2586.31005859375,2593.639892578125,2575.1298828125,2588.949951171875
2012-03-07,2599.85009765625,2614.22998046875,2597.22998046875,2607.85009765625
2012-03-08,2623.449951171875,2643.889892578125,2618.469970703125,2637.179931640625
2012-03-09,2641.14990234375,2651.97998046875,2639.60009765625,2646.85009765625
2012-03-12,2646.97998046875,2651.639892578125,2635.760009765625,2646.85009765625
2012-03-13,2665.300048828125,2697.639892578125,2658.090087890625,2697.429931640625
2012-03-14,2701.080078125,2717.860107421875,2690.39990234375,2708.409912109375
2012-03-15,2716.18994140625,2720.489990234375,2701.64990234375,2714.7900390625
2012-03-16,2715.7099609375,2719.610107421875,2706.9599609375,2712.780029296875
2012-03-19,2716.97998046875,2738.219970703125,2710.6298828125,2733.260009765625
2012-03-20,2719.39990234375,2740.35009765625,2711.10009765625,2737.6298828125
2012-03-21,2739.39990234375,2752.4599609375,2733.909912109375,2736.8798828125
2012-03-22,2720.659912109375,2737.830078125,2719.739990234375,2731.5
2012-03-23,2734.679931640625,2734.679931640625,2714.60009765625,2728.550048828125
2012-03-26,2746.97998046875,2778.02001953125,2746.429931640625,2778.02001953125
2012-03-27,2779.669921875,2793.43994140625,2778.909912109375,2782.1201171875
2012-03-28,2785.97998046875,2794.0,2754.969970703125,2770.969970703125
2012-03-29,2756.43994140625,2769.830078125,2741.320068359375,2762.050048828125
2012-03-30,2773.929931640625,2774.52001953125,2744.469970703125,2755.27001953125
2012-04-02,2752.25,2787.25,2747.5400390625,2784.419921875
2012-04-03,2786.139892578125,2795.35009765625,2767.050048828125,2782.780029296875
2012-04-04,2759.330078125,2762.72998046875,2729.2099609375,2745.0
2012-04-05,2740.699951171875,2764.2099609375,2739.10009765625,2762.5
2012-04-09,2726.080078125,2751.43994140625,2722.77001953125,2739.97998046875
2012-04-10,2738.43994140625,2749.510009765625,2688.2099609375,2695.1201171875
2012-04-11,2719.47998046875,2726.93994140625,2702.969970703125,2708.1298828125
2012-04-12,2715.0400390625,2743.409912109375,2711.0400390625,2740.260009765625
2012-04-13,2730.739990234375,2731.35009765625,2698.110107421875,2698.989990234375
2012-04-16,2713.889892578125,2713.889892578125,2660.9599609375,2670.10009765625
2012-04-17,2678.580078125,2731.3798828125,2675.139892578125,2723.580078125
2012-04-18,2714.659912109375,2732.030029296875,2707.909912109375,2716.139892578125
2012-04-19,2707.889892578125,2738.590087890625,2676.090087890625,2686.820068359375
2012-04-20,2699.550048828125,2712.010009765625,2674.659912109375,2676.0400390625
2012-04-23,2651.1298828125,2657.360107421875,2629.699951171875,2653.5
2012-04-24,2647.909912109375,2659.52001953125,2628.9599609375,2638.72998046875
2012-04-25,2694.860107421875,2710.8701171875,2691.1201171875,2709.6201171875
2012-04-26,2709.8798828125,2731.72998046875,2705.909912109375,2725.22998046875
2012-04-27,2737.570068359375,2750.5,2723.159912109375,2741.340087890625
2012-04-30,2731.260009765625,2737.5400390625,2720.43994140625,2723.679931640625
2012-05-01,2719.25,2756.81005859375,2715.75,2726.919921875
2012-05-02,2713.179931640625,2736.300048828125,2707.6298828125,2734.77001953125
2012-05-03,2737.0400390625,2737.139892578125,2697.780029296875,2704.590087890625
2012-05-04,2682.3701171875,2683.25,2637.72998046875,2637.919921875
2012-05-07,2622.669921875,2651.739990234375,2620.9599609375,2639.280029296875
2012-05-08,2624.35009765625,2638.300048828125,2587.530029296875,2629.8701171875
2012-05-09,2600.18994140625,2635.7099609375,2588.969970703125,2621.35009765625
2012-05-10,2631.969970703125,2631.969970703125,2606.7900390625,2616.239990234375
2012-05-11,2606.010009765625,2643.219970703125,2604.989990234375,2615.97998046875
2012-05-14,2593.75,2611.3701171875,2587.780029296875,2590.280029296875
2012-05-15,2589.9599609375,2617.22998046875,2576.77001953125,2580.75
2012-05-16,2589.909912109375,2597.159912109375,2558.68994140625,2561.56005859375
2012-05-17,2562.1298828125,2567.550048828125,2509.050048828125,2509.050048828125
2012-05-18,2509.89990234375,2523.14990234375,2474.699951171875,2478.530029296875
2012-05-21,2482.31005859375,2547.68994140625,2478.360107421875,2545.429931640625
2012-05-22,2553.580078125,2562.47998046875,2524.110107421875,2539.199951171875
2012-05-23,2534.659912109375,2553.18994140625,2499.300048828125,2547.080078125
2012-05-24,2553.1201171875,2554.199951171875,2512.35009765625,2531.35009765625
2012-05-25,2532.320068359375,2537.56005859375,2520.169921875,2527.050048828125
2012-05-29,2542.659912109375,2570.7900390625,2536.6201171875,2558.969970703125
2012-05-30,2538.580078125,2546.010009765625,2522.449951171875,2537.39990234375
2012-05-31,2535.8701171875,2540.39990234375,2507.580078125,2524.8701171875
2012-06-01,2510.820068359375,2510.820068359375,2458.72998046875,2458.830078125
2012-06-04,2458.969970703125,2480.969970703125,2443.919921875,2478.1298828125
2012-06-05,2467.81005859375,2492.530029296875,2467.659912109375,2487.5
2012-06-06,2504.080078125,2546.320068359375,2504.080078125,2546.320068359375
2012-06-07,2569.239990234375,2570.47998046875,2531.949951171875,2535.409912109375
2012-06-08,2529.419921875,2561.570068359375,2522.389892578125,2559.2099609375
2012-06-11,2578.72998046875,2579.22998046875,2513.669921875,2517.179931640625
2012-06-12,2523.010009765625,2546.830078125,2510.75,2546.199951171875
2012-06-13,2541.719970703125,2557.31005859375,2519.68994140625,2527.43994140625
